,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to999,2000_to_9999,greater_than0000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per000,num_crimes95,num_crimes96
4800,2752,48,27.416438356164388,M,2752,2272,OWNER,202400.60000000006,3113.855384615385,65.0,3986.0,,92.8,,,14.599999999999998,,5034.6875,10.0,,14.0,,,9.0,,32.0,3409.0374999999995,,2827.6181818181817,32.0,,33.0,176909.9,3050.1706896551727,58.0,202400.60000000006,3113.855384615385,65.0,6.940174259631945,,3986.0,3986.0,1.0,3986.0,,,,,1.0,,,,,48,MONTHLY,1741,,,,,,,,,,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
3045,2617,50,36.54246575342465,F,2617,2162,DISPONENT,949547.8999999998,11579.852439024387,82.0,8468.0,,203.45,,,14.599999999999996,,18776.066666666666,12.0,,14.0,,,11.0,,45.0,14711.15588235294,18123.0,8565.377272727272,34.0,4.0,44.0,829613.8999999998,11061.518666666665,75.0,949547.8999999998,11579.852439024387,82.0,6.9172536561775635,,8468.0,8468.0,1.0,8468.0,,,,,1.0,,,,,50,MONTHLY,1785,,,,,,,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
3044,2616,50,28.50684931506849,M,2616,2162,OWNER,949547.8999999998,11579.852439024387,82.0,8468.0,,203.45,,,14.599999999999996,,18776.066666666666,12.0,,14.0,,,11.0,,45.0,14711.15588235294,18123.0,8565.377272727272,34.0,4.0,44.0,829613.8999999998,11061.518666666665,75.0,949547.8999999998,11579.852439024387,82.0,6.9172536561775635,,8468.0,8468.0,1.0,8468.0,,,,,1.0,,,,,50,MONTHLY,1785,,,,,,,416.0,classic,2099.0,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
167,937,1,67.17808219178083,M,937,783,OWNER,123102.90000000005,2322.6962264150948,53.0,3242.0,,94.26363636363637,,4864.0,14.599999999999998,,2362.857142857143,10.0,,11.0,,15.0,10.0,,7.0,2777.6629629629633,,1850.230769230769,27.0,,26.0,107510.9,2194.100000000001,49.0,123102.90000000005,2322.6962264150948,53.0,6.895260389943561,,3242.0,3242.0,1.0,3242.0,,,,,1.0,,,,,1,MONTHLY,1711,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1555,893,43,63.23561643835617,F,893,745,OWNER,121324.80000000006,1895.7000000000005,64.0,1965.0,,80.25333333333333,,4738.0,14.599999999999998,,2099.230769230769,11.0,,15.0,,15.0,10.0,,13.0,2366.8967741935485,,1453.0606060606058,31.0,,33.0,105948.10000000002,1858.7385964912287,57.0,121324.80000000006,1895.7000000000005,64.0,6.890171493233273,,1965.0,1965.0,1.0,1965.0,,,,,1.0,,,,,43,MONTHLY,1742,,,,,,,,,,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
3109,2719,29,34.194520547945196,F,2719,2245,OWNER,4887049.699999996,11978.06299019607,408.0,,,246.73880597014926,7248.799999999995,,14.600000000000017,,19437.484978540768,,,67.0,47.0,,61.0,,233.0,14829.381656804731,11739.130434782608,9772.612037037059,169.0,23.0,216.0,1587626.6000000006,17256.810869565226,92.0,2628212.4,11946.42,220.0,6.885182101255068,0.3498148190008009,7248.8,7248.8,1.0,,,,7248.8,,,,,1.0,,29,MONTHLY,88,5418.0,347952.0,48.0,7249.0,C,745.0,,,,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
3183,1934,70,65.15616438356165,F,1934,1596,OWNER,125965.0,1799.5000000000002,70.0,1306.0,,77.60000000000002,,4955.0,14.599999999999998,,1863.5,10.0,,15.0,,15.0,10.0,,20.0,2470.612903225806,,1266.0512820512818,31.0,,39.0,109934.1,1744.985714285714,63.0,125965.0,1799.5000000000002,70.0,6.857637437698443,,3303.0,1651.5,2.0,1651.5,,,,,2.0,,,,,70,MONTHLY,1738,,,,,,,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
1132,12986,40,25.668493150684927,F,12678,10558,OWNER,2163590.4000000013,9206.767659574474,235.0,2060.0,,177.77037037037042,,,14.600000000000007,10.166666666666666,18120.34482758621,25.0,,54.0,,,28.0,12.0,116.0,11672.1,10618.307692307691,7182.784126984126,96.0,13.0,126.0,1437976.1,11983.134166666665,120.0,2163590.4000000013,9206.767659574474,235.0,6.834428697853345,,,,,,,,,,,,,,,40,MONTHLY,1126,,,,,,,1188.0,classic,2087.0,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
101,401,1,70.16438356164383,F,401,328,DISPONENT,199159.70000000004,2521.008860759495,79.0,1287.0,,71.28461538461538,,6973.0,14.599999999999998,,2644.5,11.0,,13.0,,15.0,10.0,,30.0,3659.368965517241,,1860.76,29.0,,50.0,173705.20000000007,2379.523287671233,73.0,199159.70000000004,2521.008860759495,79.0,6.82414504311615,,2432.0,1216.0,2.0,1216.0,,,,,2.0,,,,,1,MONTHLY,1721,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
100,400,1,65.05753424657534,M,400,328,OWNER,199159.70000000004,2521.008860759495,79.0,1287.0,,71.28461538461538,,6973.0,14.599999999999998,,2644.5,11.0,,13.0,,15.0,10.0,,30.0,3659.368965517241,,1860.76,29.0,,50.0,173705.20000000007,2379.523287671233,73.0,199159.70000000004,2521.008860759495,79.0,6.82414504311615,,2432.0,1216.0,2.0,1216.0,,,,,2.0,,,,,1,MONTHLY,1721,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4580,4418,28,28.641095890410966,M,4418,3665,OWNER,569634.6,9041.819047619045,63.0,4351.0,,172.1857142857143,,,14.6,,13984.51282051282,5.0,,14.0,,,5.0,,39.0,8851.929411764708,16505.333333333332,8428.961538461539,34.0,3.0,26.0,496409.3999999999,9366.215094339621,53.0,569634.6,9041.819047619045,63.0,6.779215352091901,,10210.8,3403.6,3.0,4351.0,,3394.8,,2465.0,1.0,,1.0,,1.0,28,MONTHLY,1639,,,,,,,,,,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
752,2492,5,55.090410958904116,M,2492,2053,DISPONENT,213430.20000000004,3185.525373134329,67.0,4409.0,,105.77142857142859,,,14.599999999999998,,4918.2,9.0,,14.0,,,9.0,,35.0,3690.55625,,2723.782857142857,32.0,,35.0,185864.9,3097.748333333334,60.0,213430.20000000004,3185.525373134329,67.0,6.742712758431798,,4409.0,4409.0,1.0,4409.0,,,,,1.0,,,,,5,MONTHLY,1749,,,,,,,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
751,2491,5,59.82739726027398,F,2491,2053,OWNER,213430.20000000004,3185.525373134329,67.0,4409.0,,105.77142857142859,,,14.599999999999998,,4918.2,9.0,,14.0,,,9.0,,35.0,3690.55625,,2723.782857142857,32.0,,35.0,185864.9,3097.748333333334,60.0,213430.20000000004,3185.525373134329,67.0,6.742712758431798,,4409.0,4409.0,1.0,4409.0,,,,,1.0,,,,,5,MONTHLY,1749,,,,,,,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
1750,4727,74,28.126027397260273,F,4727,3920,OWNER,3579405.300000005,12216.400341296943,293.0,,,187.20476190476197,,,14.600000000000017,,20858.187134502925,,,63.0,,,59.0,,171.0,13031.520714285713,11555.4,11461.314492753647,140.0,15.0,138.0,902427.7,14555.285483870966,62.0,1107727.4,7746.345454545454,143.0,6.742399530198284,0.19847449931209074,,,,,,,,,,,,,,74,MONTHLY,243,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1751,4728,74,28.189041095890413,M,4728,3920,DISPONENT,3579405.300000005,12216.400341296943,293.0,,,187.20476190476197,,,14.600000000000017,,20858.187134502925,,,63.0,,,59.0,,171.0,13031.520714285713,11555.4,11461.314492753647,140.0,15.0,138.0,902427.7,14555.285483870966,62.0,1107727.4,7746.345454545454,143.0,6.742399530198284,0.19847449931209074,,,,,,,,,,,,,,74,MONTHLY,243,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1611,155,74,59.846575342465755,F,155,129,DISPONENT,193875.40000000008,2893.6626865671656,67.0,3417.0,,86.62666666666668,,6998.0,14.599999999999998,,3134.7058823529414,10.0,,15.0,,15.0,10.0,,17.0,3447.4000000000005,,2416.833333333333,31.0,,36.0,168790.70000000007,2860.8593220338994,59.0,193875.40000000008,2893.6626865671656,67.0,6.728830721515508,,3417.0,3417.0,1.0,3417.0,,,,,1.0,,,,,74,MONTHLY,1734,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1610,154,74,65.3917808219178,M,154,129,OWNER,193875.40000000008,2893.6626865671656,67.0,3417.0,,86.62666666666668,,6998.0,14.599999999999998,,3134.7058823529414,10.0,,15.0,,15.0,10.0,,17.0,3447.4000000000005,,2416.833333333333,31.0,,36.0,168790.70000000007,2860.8593220338994,59.0,193875.40000000008,2893.6626865671656,67.0,6.728830721515508,,3417.0,3417.0,1.0,3417.0,,,,,1.0,,,,,74,MONTHLY,1734,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4577,4118,28,20.556164383561644,M,4118,3407,OWNER,2863010.5000000037,8919.035825545183,321.0,,,130.14218750000003,,,14.600000000000017,7.639999999999999,15019.673684210526,,,64.0,,,62.0,5.0,190.0,10389.54680851064,6864.692307692309,7837.385628742513,141.0,13.0,167.0,1111698.8,13896.235,80.0,1486782.0000000002,8124.49180327869,183.0,6.711941073477025,0.186822973980815,,,,,,,,,,,,,,28,MONTHLY,235,,,,,,,,,,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
5179,4408,62,75.67397260273971,M,4408,3657,OWNER,136403.10000000006,2273.385000000001,60.0,1533.0,,116.00833333333334,,5569.0,14.599999999999998,,2769.230769230769,10.0,,12.0,,15.0,10.0,,13.0,3068.825,,1577.3749999999998,28.0,,32.0,118696.10000000002,2119.5732142857146,56.0,136403.10000000006,2273.385000000001,60.0,6.703343310555147,,1533.0,1533.0,1.0,1533.0,,,,,1.0,,,,,62,MONTHLY,1722,,,,,,,,,,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
5180,4409,62,70.99178082191781,F,4409,3657,DISPONENT,136403.10000000006,2273.385000000001,60.0,1533.0,,116.00833333333334,,5569.0,14.599999999999998,,2769.230769230769,10.0,,12.0,,15.0,10.0,,13.0,3068.825,,1577.3749999999998,28.0,,32.0,118696.10000000002,2119.5732142857146,56.0,136403.10000000006,2273.385000000001,60.0,6.703343310555147,,1533.0,1533.0,1.0,1533.0,,,,,1.0,,,,,62,MONTHLY,1722,,,,,,,,,,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
4080,4138,11,30.306849315068487,F,4138,3423,OWNER,188780.00000000003,2776.176470588236,68.0,1110.0,,90.86428571428571,,,14.599999999999998,,4927.402777777777,9.0,,14.0,,,9.0,,36.0,3156.6749999999993,,2437.9555555555553,32.0,,36.0,164263.7,2649.414516129033,62.0,188780.00000000003,2776.176470588236,68.0,6.7001831434596575,,3795.0,1897.5,2.0,1110.0,,,,2685.0,1.0,,,,1.0,11,MONTHLY,1774,,,,,,,,,,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
2088,7855,7,34.945205479452056,F,7855,6505,OWNER,378296.0,7720.326530612244,49.0,,,187.45,3207.800000000001,,14.6,,14062.115384615383,,,16.0,3.0,,4.0,,26.0,8042.8538461538465,,7355.7304347826075,26.0,,23.0,328299.7,8207.4925,40.0,378296.0,7720.326530612244,49.0,6.566479919514045,,3207.8,3207.8,1.0,,,,3207.8,,,,,1.0,,7,MONTHLY,1716,6321.0,38496.0,12.0,3208.0,C,2106.0,923.0,classic,2092.0,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
3665,1274,44,22.950684931506853,M,1274,1061,OWNER,185448.20000000004,3040.1344262295092,61.0,3790.0,,71.27142857142857,,,14.599999999999998,,5229.25,10.0,,14.0,,,9.0,,28.0,3206.9935483870972,,2867.713333333333,31.0,,30.0,160821.00000000006,2978.1666666666674,54.0,185448.20000000004,3040.1344262295092,61.0,6.530218620062372,,3790.0,3790.0,1.0,3790.0,,,,,1.0,,,,,44,MONTHLY,1750,,,,,,,,,,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325
2549,2508,72,33.42465753424658,F,2508,2069,OWNER,498057.5,4789.014423076922,104.0,484.0,2108.0,183.16666666666663,,,14.599999999999998,,8082.068965517241,11.0,10.0,15.0,,,10.0,,58.0,8090.514705882355,,3185.4285714285725,34.0,,70.0,431403.7,4541.091578947368,95.0,498057.5,4789.014423076922,104.0,6.472304654798377,,4933.0,1233.25,4.0,484.0,2108.0,,,1170.5,1.0,1.0,,,2.0,72,MONTHLY,1741,,,,,,,396.0,classic,2032.0,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
2550,2509,72,27.920547945205477,M,2509,2069,DISPONENT,498057.5,4789.014423076922,104.0,484.0,2108.0,183.16666666666663,,,14.599999999999998,,8082.068965517241,11.0,10.0,15.0,,,10.0,,58.0,8090.514705882355,,3185.4285714285725,34.0,,70.0,431403.7,4541.091578947368,95.0,498057.5,4789.014423076922,104.0,6.472304654798377,,4933.0,1233.25,4.0,484.0,2108.0,,,1170.5,1.0,1.0,,,2.0,72,MONTHLY,1741,,,,,,,,,,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
5060,1371,49,50.22739726027398,F,1371,1140,OWNER,143922.00000000006,2284.4761904761913,63.0,2790.0,,115.54285714285713,,,14.599999999999998,,3776.225806451613,9.0,,14.0,,,9.0,,31.0,2518.9351351351347,,1950.8230769230768,37.0,,26.0,124589.90000000005,2185.7877192982464,57.0,143922.00000000006,2284.4761904761913,63.0,6.444716300867473,,2790.0,2790.0,1.0,2790.0,,,,,1.0,,,,,49,MONTHLY,1771,,,,,,,,,,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123
3920,4992,55,26.48493150684932,F,4992,4143,OWNER,644653.7999999997,10568.095081967209,61.0,,,265.18666666666667,,,14.599999999999998,,17792.5,,,15.0,,,10.0,,36.0,11297.11875,,9763.655172413797,32.0,,29.0,558005.1,10730.867307692304,52.0,644653.7999999997,10568.095081967209,61.0,6.439855416180508,,1896.0,1896.0,1.0,,,1896.0,,,,,1.0,,,55,MONTHLY,1740,,,,,,,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
2724,772,64,54.0958904109589,M,772,643,OWNER,207977.2,3585.8137931034485,58.0,,,121.34285714285713,,,14.599999999999998,,5889.914285714286,,,14.0,,,9.0,,35.0,3934.3806451612895,,3185.607407407407,31.0,,27.0,179944.2,3528.3176470588237,51.0,207977.2,3585.8137931034485,58.0,6.419013305746797,,,,,,,,,,,,,,,64,MONTHLY,1761,,,,,,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
3770,108,17,35.32602739726028,M,108,91,OWNER,537083.7999999998,6798.529113924048,79.0,15233.333333333336,,74.46249999999998,,,14.599999999999998,16.725,11992.243243243245,6.0,,24.0,,,8.0,4.0,37.0,6344.002380952379,7676.0,7293.820000000002,42.0,2.0,35.0,452383.4,9625.178723404257,47.0,537083.7999999998,6798.529113924048,79.0,6.373904356929197,,,,,,,,,,,,,,,17,MONTHLY,1405,,,,,,,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
266,1811,1,59.802739726027404,M,1811,1494,OWNER,713592.4999999999,11326.865079365078,63.0,,,279.43333333333334,,,14.599999999999998,,18664.605263157893,,,15.0,,,10.0,,38.0,12395.203125000002,,10224.064516129032,32.0,,31.0,616763.7,11421.55,54.0,713592.4999999999,11326.865079365078,63.0,6.369630729700253,,,,,,,,,,,,,,,1,MONTHLY,1741,,,,,,,285.0,gold,2078.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1440,2237,47,40.273972602739725,M,2237,1845,OWNER,1009617.2999999996,11472.92386363636,88.0,12537.0,,219.11875,,,14.599999999999998,,16615.283018867925,10.0,,16.0,,,9.0,,53.0,12637.948780487804,12976.0,9775.713513513514,41.0,10.0,37.0,871804.5999999999,11471.113157894737,76.0,1009617.2999999996,11472.92386363636,88.0,6.326010592637688,,12537.0,12537.0,1.0,12537.0,,,,,1.0,,,,,47,MONTHLY,1692,,,,,,,,,,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
1441,2238,47,44.89589041095891,F,2238,1845,DISPONENT,1009617.2999999996,11472.92386363636,88.0,12537.0,,219.11875,,,14.599999999999998,,16615.283018867925,10.0,,16.0,,,9.0,,53.0,12637.948780487804,12976.0,9775.713513513514,41.0,10.0,37.0,871804.5999999999,11471.113157894737,76.0,1009617.2999999996,11472.92386363636,88.0,6.326010592637688,,12537.0,12537.0,1.0,12537.0,,,,,1.0,,,,,47,MONTHLY,1692,,,,,,,,,,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
868,2865,15,50.153424657534245,M,2865,2371,OWNER,472171.7,7615.672580645158,62.0,12510.0,1087.0,225.74615384615385,,,30.0,,10708.9,3.0,3.0,13.0,,,3.0,,40.0,9349.87777777778,12896.6,5174.733333333334,27.0,5.0,30.0,407660.5999999999,7151.940350877191,57.0,472171.7,7615.672580645158,62.0,6.319231884125366,,21785.3,4357.06,5.0,12510.0,1087.0,,7101.3,543.5,1.0,1.0,,1.0,2.0,15,WEEKLY,1756,,,,,,,449.0,classic,2126.0,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
869,2866,15,49.205479452054796,F,2866,2371,DISPONENT,472171.7,7615.672580645158,62.0,12510.0,1087.0,225.74615384615385,,,30.0,,10708.9,3.0,3.0,13.0,,,3.0,,40.0,9349.87777777778,12896.6,5174.733333333334,27.0,5.0,30.0,407660.5999999999,7151.940350877191,57.0,472171.7,7615.672580645158,62.0,6.319231884125366,,21785.3,4357.06,5.0,12510.0,1087.0,,7101.3,543.5,1.0,1.0,,1.0,2.0,15,WEEKLY,1756,,,,,,,,,,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879
3362,679,8,58.82739726027398,M,679,566,OWNER,1386969.9999999998,15761.022727272724,88.0,,,221.12857142857143,,,14.599999999999996,,22317.72580645161,,,14.0,,,12.0,,62.0,17761.99512195122,14172.555555555557,13978.294736842105,41.0,9.0,38.0,1197452.1,15551.325974025971,77.0,1386969.9999999998,15761.022727272724,88.0,6.3184116117791485,,,,,,,,,,,,,,,8,MONTHLY,1777,,,,,,,123.0,classic,1988.0,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
3363,680,8,58.68767123287671,F,680,566,DISPONENT,1386969.9999999998,15761.022727272724,88.0,,,221.12857142857143,,,14.599999999999996,,22317.72580645161,,,14.0,,,12.0,,62.0,17761.99512195122,14172.555555555557,13978.294736842105,41.0,9.0,38.0,1197452.1,15551.325974025971,77.0,1386969.9999999998,15761.022727272724,88.0,6.3184116117791485,,,,,,,,,,,,,,,8,MONTHLY,1777,,,,,,,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
3792,2198,17,78.91232876712328,F,2198,1814,OWNER,145248.40000000002,2381.12131147541,61.0,3035.0,,111.72307692307692,,5921.0,14.599999999999998,,1787.5,11.0,,13.0,,15.0,10.0,,12.0,3150.6,,1683.7812499999998,29.0,,32.0,125261.50000000006,2277.4818181818187,55.0,145248.40000000002,2381.12131147541,61.0,6.267180002901903,,3035.0,3035.0,1.0,3035.0,,,,,1.0,,,,,17,MONTHLY,1726,,,,,,,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
3793,2199,17,87.12328767123287,M,2199,1814,DISPONENT,145248.40000000002,2381.12131147541,61.0,3035.0,,111.72307692307692,,5921.0,14.599999999999998,,1787.5,11.0,,13.0,,15.0,10.0,,12.0,3150.6,,1683.7812499999998,29.0,,32.0,125261.50000000006,2277.4818181818187,55.0,145248.40000000002,2381.12131147541,61.0,6.267180002901903,,3035.0,3035.0,1.0,3035.0,,,,,1.0,,,,,17,MONTHLY,1726,,,,,,,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
5233,3278,42,36.72602739726028,F,3278,2715,DISPONENT,79286.9,1029.6999999999996,77.0,,,61.72666666666666,,,14.599999999999998,,1504.1346153846155,,,15.0,,,10.0,,52.0,1669.7064516129035,,598.391304347826,31.0,,46.0,68354.5,976.4928571428572,70.0,79286.9,1029.6999999999996,77.0,6.252469723025137,,2219.0,739.6666666666665,3.0,1707.0,296.0,,,216.0,1.0,1.0,,,1.0,42,MONTHLY,1739,,,,,,,,,,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
5232,3277,42,32.79178082191781,M,3277,2715,OWNER,79286.9,1029.6999999999996,77.0,,,61.72666666666666,,,14.599999999999998,,1504.1346153846155,,,15.0,,,10.0,,52.0,1669.7064516129035,,598.391304347826,31.0,,46.0,68354.5,976.4928571428572,70.0,79286.9,1029.6999999999996,77.0,6.252469723025137,,2219.0,739.6666666666665,3.0,1707.0,296.0,,,216.0,1.0,1.0,,,1.0,42,MONTHLY,1739,,,,,,,,,,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
4630,4040,59,37.652054794520545,F,4040,3342,OWNER,472101.0999999997,6942.663235294115,68.0,8335.0,,174.40666666666667,,,14.599999999999998,,11696.636363636364,10.0,,15.0,,,10.0,,33.0,7973.909375000001,,6026.000000000003,32.0,,36.0,406945.0999999999,6897.374576271184,59.0,472101.0999999997,6942.663235294115,68.0,6.245704156179015,,8335.0,8335.0,1.0,8335.0,,,,,1.0,,,,,59,MONTHLY,1739,,,,,,,,,,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
4631,4041,59,44.961643835616435,M,4041,3342,DISPONENT,472101.0999999997,6942.663235294115,68.0,8335.0,,174.40666666666667,,,14.599999999999998,,11696.636363636364,10.0,,15.0,,,10.0,,33.0,7973.909375000001,,6026.000000000003,32.0,,36.0,406945.0999999999,6897.374576271184,59.0,472101.0999999997,6942.663235294115,68.0,6.245704156179015,,8335.0,8335.0,1.0,8335.0,,,,,1.0,,,,,59,MONTHLY,1739,,,,,,,,,,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
2364,4468,20,54.698630136986296,M,4468,3705,DISPONENT,1520740.6,18545.61707317073,82.0,,,238.47142857142865,,,14.599999999999998,,26159.586206896547,,,14.0,,,10.0,,58.0,18568.10952380953,17967.0,18551.210526315783,42.0,2.0,38.0,1308007.3,17917.908219178084,73.0,1520740.6,18545.61707317073,82.0,6.1485780552457,,,,,,,,,,,,,,,20,MONTHLY,1757,,,,,,,,,,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
2363,4467,20,54.158904109589045,F,4467,3705,OWNER,1520740.6,18545.61707317073,82.0,,,238.47142857142865,,,14.599999999999998,,26159.586206896547,,,14.0,,,10.0,,58.0,18568.10952380953,17967.0,18551.210526315783,42.0,2.0,38.0,1308007.3,17917.908219178084,73.0,1520740.6,18545.61707317073,82.0,6.1485780552457,,,,,,,,,,,,,,,20,MONTHLY,1757,,,,,,,685.0,classic,2188.0,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542
5353,4781,9,32.4027397260274,F,4781,3963,OWNER,373943.0,4249.352272727272,88.0,3477.0,70.0,142.82857142857142,,,14.599999999999998,,7474.266666666666,10.0,10.0,14.0,,,9.0,,45.0,7036.386666666667,,2807.782758620689,30.0,,58.0,321566.10000000003,3969.9518518518516,81.0,373943.0,4249.352272727272,88.0,6.13946415309039,,3642.0,1214.0,3.0,3477.0,70.0,,,95.0,1.0,1.0,,,1.0,9,MONTHLY,1760,,,,,,,,,,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
5282,3352,23,79.35890410958905,M,3352,2776,OWNER,139336.00000000006,2079.6417910447767,67.0,1647.0,,74.86666666666666,,4760.0,14.599999999999996,,2588.2352941176473,11.0,,12.0,,16.0,11.0,,17.0,2674.427586206896,,1625.7263157894733,29.0,,38.0,119796.00000000006,1932.1935483870973,62.0,139336.00000000006,2079.6417910447767,67.0,6.13080859774821,,1647.0,1647.0,1.0,1647.0,,,,,1.0,,,,,23,MONTHLY,1682,,,,,,,,,,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
