,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to_1999,2000_to_9999,greater_than_10000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per_1000,num_crimes95,num_crimes96
2052,546,7,45.38356164383562,M,546,454,OWNER,913892.6999999993,3598.0027559055084,254.0,5687.0,,116.9279069767442,,,14.60000000000001,,5123.261194029851,39.0,,43.0,,,38.0,,134.0,4337.47614678899,,3042.1227586206874,109.0,,145.0,254601.3000000001,3585.933802816903,71.0,785831.0999999992,3555.7968325791817,221.0,0.9580943127270104,2.0750732460003625,5687.0,5687.0,1.0,5687.0,,,,,1.0,,,,,7,MONTHLY,856,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2053,550,7,37.11232876712329,M,550,458,OWNER,1495780.8000000003,6258.497071129709,239.0,9586.0,,178.7285714285714,,,14.60000000000001,,9208.737704918032,38.0,,42.0,,,37.0,,122.0,8958.305747126435,,4713.21184210526,87.0,,152.0,436506.5999999999,6235.808571428571,70.0,1308408.6000000006,6114.058878504676,214.0,1.0107964863253922,2.304739977435286,10617.0,5308.5,2.0,9586.0,,1031.0,,,1.0,,1.0,,,7,MONTHLY,896,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2054,921,7,44.91232876712328,F,921,770,OWNER,538816.1999999997,4453.026446280989,121.0,,,128.2592592592593,,,14.6,,7431.0,,,27.0,,,22.0,,72.0,4881.583333333333,,4031.495081967215,60.0,,61.0,238373.10000000003,4109.881034482759,58.0,538816.1999999997,4453.026446280989,121.0,0.9416100346507356,,,,,,,,,,,,,,,7,MONTHLY,1362,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2055,1128,7,68.5095890410959,M,1128,936,OWNER,289711.6000000001,1574.5195652173916,184.0,2780.0,,69.4176470588235,,4507.0,14.600000000000007,,915.0,29.0,,34.0,,34.0,29.0,,58.0,2265.1913043478257,,1160.116521739131,69.0,,115.0,104369.10000000002,1512.5956521739133,69.0,289711.6000000001,1574.5195652173916,184.0,0.8998569631527079,,3004.0,1502.0,2.0,1502.0,,,,,2.0,,,,,7,MONTHLY,1156,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2056,1161,7,25.621917808219177,M,1161,963,OWNER,1072850.6999999995,7555.286619718307,142.0,3799.0,,243.03214285714282,,,14.600000000000005,,14387.25,23.0,,28.0,,,23.0,,68.0,9966.170689655171,,5890.6285714285705,58.0,,84.0,468199.0,7203.0615384615385,65.0,1072850.6999999995,7555.286619718307,142.0,0.9904913054690596,,3799.0,3799.0,1.0,3799.0,,,,,1.0,,,,,7,MONTHLY,1316,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2057,1222,7,59.128767123287666,F,1222,1018,OWNER,594311.2999999992,1425.206954436449,417.0,1614.0,,72.07611940298506,,,14.600000000000017,,2163.977777777777,63.0,,67.0,,,62.0,,225.0,2028.6190789473687,,1079.0988679245286,152.0,,265.0,107156.4,1448.0594594594593,74.0,300307.1000000001,1403.3042056074771,214.0,1.058868170634097,0.8698466235521035,2642.0,1321.0,2.0,1614.0,,,,1028.0,1.0,,,,1.0,7,MONTHLY,153,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2058,1485,7,20.649315068493152,M,1485,1231,OWNER,2193012.3000000017,6706.459633027529,327.0,3485.0,,152.77796610169491,,,14.600000000000017,,12468.875,54.0,,59.0,,,54.0,,160.0,9403.115833333328,,5143.180676328499,120.0,,207.0,413326.1,6775.8377049180335,61.0,1365726.7999999996,6597.714009661833,207.0,0.8479052851339979,1.1107206428803842,4150.0,2075.0,2.0,3485.0,,665.0,,,1.0,,1.0,,,7,MONTHLY,382,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2059,1486,7,24.317808219178087,F,1486,1231,DISPONENT,2193012.3000000017,6706.459633027529,327.0,3485.0,,152.77796610169491,,,14.600000000000017,,12468.875,54.0,,59.0,,,54.0,,160.0,9403.115833333328,,5143.180676328499,120.0,,207.0,413326.1,6775.8377049180335,61.0,1365726.7999999996,6597.714009661833,207.0,0.8479052851339979,1.1107206428803842,4150.0,2075.0,2.0,3485.0,,665.0,,,1.0,,1.0,,,7,MONTHLY,382,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2060,1571,7,31.235616438356168,F,1571,1298,OWNER,934572.1999999995,4696.342713567837,199.0,5822.0,,123.60571428571433,,,14.600000000000007,,7261.038461538462,30.0,,35.0,,,30.0,,104.0,6591.5432432432435,,3574.383999999998,74.0,,125.0,332236.49999999994,4679.387323943661,71.0,934572.1999999995,4696.342713567837,199.0,1.0576862773437734,,5822.0,5822.0,1.0,5822.0,,,,,1.0,,,,,7,MONTHLY,1114,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2061,1700,7,49.84931506849315,M,1700,1404,OWNER,3675545.5,6575.215563506261,559.0,6306.0,53.0,207.59523809523807,,,30.0,,10502.826366559486,62.0,62.0,63.0,,,61.0,,311.0,11247.539156626508,11428.142857142857,4349.498680738786,166.0,14.0,379.0,880191.2999999998,7789.3035398230095,113.0,2717513.4,7899.748255813954,344.0,0.618587363573151,5.7349133136218695,9086.0,1817.2,5.0,6306.0,53.0,2121.0,,303.0,1.0,1.0,1.0,,2.0,7,WEEKLY,264,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2062,1701,7,53.594520547945216,F,1701,1404,DISPONENT,3675545.5,6575.215563506261,559.0,6306.0,53.0,207.59523809523807,,,30.0,,10502.826366559486,62.0,62.0,63.0,,,61.0,,311.0,11247.539156626508,11428.142857142857,4349.498680738786,166.0,14.0,379.0,880191.2999999998,7789.3035398230095,113.0,2717513.4,7899.748255813954,344.0,0.618587363573151,5.7349133136218695,9086.0,1817.2,5.0,6306.0,53.0,2121.0,,303.0,1.0,1.0,1.0,,2.0,7,WEEKLY,264,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2063,1834,7,71.9150684931507,M,1834,1514,OWNER,197621.5000000001,2124.9623655913992,93.0,1547.0,,86.03888888888889,,5930.0,14.599999999999996,,2226.8387096774195,13.0,,18.0,,18.0,13.0,,31.0,2951.045945945946,,1579.1571428571426,37.0,,56.0,151947.00000000006,2081.465753424658,73.0,197621.5000000001,2124.9623655913992,93.0,3.3267359248596047,,3781.0,1890.5,2.0,1890.5,,,,,2.0,,,,,7,MONTHLY,1642,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2064,1835,7,70.85753424657534,F,1835,1514,DISPONENT,197621.5000000001,2124.9623655913992,93.0,1547.0,,86.03888888888889,,5930.0,14.599999999999996,,2226.8387096774195,13.0,,18.0,,18.0,13.0,,31.0,2951.045945945946,,1579.1571428571426,37.0,,56.0,151947.00000000006,2081.465753424658,73.0,197621.5000000001,2124.9623655913992,93.0,3.3267359248596047,,3781.0,1890.5,2.0,1890.5,,,,,2.0,,,,,7,MONTHLY,1642,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2065,2172,7,69.41095890410959,F,2172,1792,OWNER,717864.2999999996,2323.185436893203,309.0,1712.0,,88.58421052631577,,6151.0,14.600000000000017,,3050.3703703703704,56.0,,57.0,,60.0,55.0,,81.0,3178.892372881357,,1794.5287958115177,118.0,,191.0,132950.7,2292.2534482758624,58.0,439112.49999999977,2323.3465608465594,189.0,0.8800643148541761,0.9649445092058828,1712.0,1712.0,1.0,1712.0,,,,,1.0,,,,,7,MONTHLY,349,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2066,2248,7,23.2054794520548,M,2248,1853,OWNER,292404.49999999994,2215.1856060606056,132.0,,,127.76086956521738,,,14.6,,3249.14606741573,,,23.0,,,20.0,,89.0,1985.5182926829266,,2591.840000000001,82.0,,50.0,129079.60000000006,1843.9942857142864,70.0,292404.49999999994,2215.1856060606056,132.0,0.7903240718347295,,,,,,,,,,,,,,,7,MONTHLY,1489,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2067,2463,7,54.076712328767115,M,2463,2028,OWNER,2423687.1,11169.064976958523,217.0,,,199.242,,,30.0,,18277.840909090908,,,50.0,,,35.0,,132.0,11346.542201834864,14305.818181818182,10613.917525773195,109.0,11.0,97.0,383628.7,6975.067272727271,55.0,2207240.5,11931.02972972973,185.0,1.8038879434911836,2.798111941476765,,,,,,,,,,,,,,7,WEEKLY,694,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2068,2557,7,41.895890410958906,M,2557,2113,OWNER,621338.3999999996,4931.257142857139,126.0,,,101.55714285714285,,,14.600000000000005,,8242.12,,,28.0,,,23.0,,75.0,5477.975862068966,,4464.938235294118,58.0,,68.0,275389.90000000014,5007.089090909092,55.0,621338.3999999996,4931.257142857139,126.0,1.0080600172774796,,,,,,,,,,,,,,,7,MONTHLY,1335,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2069,2600,7,75.76164383561644,F,2600,2149,OWNER,297021.4,2320.4796875,128.0,2536.0,,83.50400000000002,,5523.0,14.600000000000005,,2824.642857142857,24.0,,25.0,,28.0,23.0,,28.0,2913.5481481481484,,1887.700000000001,54.0,,74.0,137898.20000000007,2298.303333333334,60.0,297021.4,2320.4796875,128.0,1.0194488842100904,,2536.0,2536.0,1.0,2536.0,,,,,1.0,,,,,7,MONTHLY,1318,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2070,2672,7,58.80821917808219,F,2672,2208,OWNER,101056.1,1312.416883116883,77.0,2126.0,,51.46111111111111,,,14.599999999999996,,2190.969696969697,13.0,,18.0,,,13.0,,33.0,1606.1702702702698,,1040.6949999999997,37.0,,40.0,77636.89999999997,1293.948333333333,60.0,101056.1,1312.416883116883,77.0,3.315096160415386,,2126.0,2126.0,1.0,2126.0,,,,,1.0,,,,,7,MONTHLY,1643,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2071,2702,7,79.90136986301371,M,2702,2230,OWNER,335073.0,2094.20625,160.0,2612.0,,110.38666666666668,,5292.0,14.600000000000007,,1974.3243243243246,30.0,,30.0,,34.0,29.0,,37.0,2822.147692307692,,1596.14105263158,65.0,,95.0,130469.50000000006,2070.944444444445,63.0,335073.0,2094.20625,160.0,1.0273366940214712,,2612.0,2612.0,1.0,2612.0,,,,,1.0,,,,,7,MONTHLY,1136,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2072,2715,7,41.52328767123288,M,2715,2242,OWNER,6546128.800000002,15366.499530516434,426.0,5538.0,,248.24000000000004,,,30.0,,27286.867256637168,65.0,,70.0,,,65.0,,226.0,23568.44539007092,13874.32,11062.0,141.0,25.0,260.0,1090391.5,14735.020270270268,74.0,3347060.6,15145.070588235292,221.0,0.9573342878655704,1.0039559305110128,5538.0,5538.0,1.0,5538.0,,,,,1.0,,,,,7,WEEKLY,55,,,,,,,431.0,gold,1715.0,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2073,2845,7,46.361643835616434,M,2845,2354,OWNER,812790.9999999997,7740.866666666662,105.0,9071.0,,205.7809523809524,,,14.599999999999996,,12751.923076923076,16.0,,21.0,,,16.0,,52.0,9918.66818181818,,6169.99344262295,44.0,,61.0,486424.1999999999,7600.378124999997,64.0,812790.9999999997,7740.866666666662,105.0,1.4904218198664811,,9071.0,9071.0,1.0,9071.0,,,,,1.0,,,,,7,MONTHLY,1536,,,,,,,447.0,classic,2105.0,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2074,2850,7,28.38630136986301,M,2850,2358,OWNER,806614.2999999993,4201.116145833329,192.0,6114.0,,118.53589743589744,,,14.600000000000007,,6994.107142857143,35.0,,39.0,,,34.0,,84.0,4992.866265060243,,3598.2238532110077,83.0,,109.0,238331.20000000013,4413.540740740743,54.0,757190.6999999994,4160.388461538459,182.0,0.8849401638948611,5.449198358678848,6114.0,6114.0,1.0,6114.0,,,,,1.0,,,,,7,MONTHLY,985,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2075,3109,7,66.74246575342464,F,3109,2577,OWNER,472754.3999999996,2399.7685279187804,197.0,3347.0,,96.18378378378377,,5941.0,14.60000000000001,,2201.086956521739,37.0,,37.0,,41.0,36.0,,46.0,3141.010126582279,,1903.513559322035,79.0,,118.0,153074.00000000006,2429.7460317460323,63.0,437672.2999999997,2353.0768817204284,186.0,1.0784567909932503,4.0458809478337985,3347.0,3347.0,1.0,3347.0,,,,,1.0,,,,,7,MONTHLY,940,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2076,3187,7,46.361643835616434,M,3187,2641,OWNER,3098100.1000000043,7784.171105527649,398.0,5126.0,,268.3573529411765,,,14.600000000000017,,13551.073891625616,64.0,,68.0,,,63.0,,203.0,11632.002173913039,,5741.860769230772,138.0,,260.0,548748.1,7415.514864864863,74.0,1642122.6000000006,7532.672477064222,218.0,1.0142376353607625,0.9762817506581234,5126.0,5126.0,1.0,5126.0,,,,,1.0,,,,,7,MONTHLY,121,,,,,,,499.0,classic,1188.0,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2077,3239,7,17.136986301369866,F,3239,2684,OWNER,225151.3,2850.016455696203,79.0,,,119.13125,,,14.599999999999996,,4373.921568627451,,,16.0,,,12.0,,51.0,3169.669047619048,,2487.1675675675683,42.0,,37.0,189969.40000000005,3015.3873015873023,63.0,225151.3,2850.016455696203,79.0,5.3996344711343065,,,,,,,,,,,,,,,7,MONTHLY,1713,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2078,4243,7,40.958904109589035,M,4243,3514,OWNER,470523.5999999994,1340.5230769230755,351.0,2266.0,,79.84507042253519,,,14.600000000000017,,2122.9183673469392,67.0,,71.0,,,66.0,,147.0,1731.4545454545455,,1071.7576923076936,143.0,,208.0,87020.4,1426.5639344262295,61.0,248080.3000000001,1355.6300546448097,183.0,1.0730806224874836,1.0023955441395695,2266.0,2266.0,1.0,2266.0,,,,,1.0,,,,,7,MONTHLY,33,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2079,4390,7,26.693150684931503,F,4390,3641,OWNER,297886.6,1318.0823008849554,226.0,2163.0,,86.28837209302326,,,14.600000000000012,,2047.646464646465,42.0,,43.0,,,42.0,,99.0,1788.4329670329666,,1001.0311111111117,91.0,,135.0,77699.50000000001,1253.217741935484,62.0,243249.10000000012,1280.2584210526322,190.0,0.9308606862775636,1.527716312056738,2163.0,2163.0,1.0,2163.0,,,,,1.0,,,,,7,MONTHLY,738,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2080,4548,7,41.016438356164386,M,4548,3772,OWNER,1881127.200000001,8790.314018691593,214.0,7775.0,,174.0,,,14.600000000000007,,14443.276785714286,33.0,,37.0,,,32.0,,112.0,12830.466666666667,,6610.375539568342,75.0,,139.0,638507.6,8868.161111111109,72.0,1840414.200000001,8763.877142857147,210.0,1.067537271821849,14.690951293198733,7775.0,7775.0,1.0,7775.0,,,,,1.0,,,,,7,MONTHLY,1053,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2081,4584,7,49.55616438356165,F,4584,3804,OWNER,3920229.9000000036,8711.622000000008,450.0,643.0,,183.77719298245609,5270.699999999999,,14.600000000000017,,13810.391304347828,53.0,,57.0,12.0,,52.0,,276.0,16639.187394957982,13247.684210526317,5411.732692307694,119.0,19.0,312.0,823343.4999999999,8488.077319587626,97.0,2477029.600000001,8284.379933110371,299.0,0.9932759267149962,0.9880397110058714,10371.7,3457.2333333333336,3.0,643.0,,,5270.7,4458.0,1.0,,,1.0,1.0,7,MONTHLY,461,5750.0,63252.0,12.0,5271.0,A,1133.0,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2082,4609,7,22.049315068493147,F,4609,3825,OWNER,522130.6999999993,3504.232885906036,149.0,,,122.39473684210527,,,14.600000000000007,,8578.116666666667,,,57.0,,,32.0,,60.0,3397.043750000001,,3628.510144927539,80.0,,69.0,52082.4,1736.0799999999995,30.0,309977.40000000014,3163.0346938775524,98.0,0.3217069945192497,1.3117803774893586,,,,,,,,,,,,,,7,MONTHLY,347,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2083,4752,7,59.27123287671233,M,4752,3941,OWNER,134943.10000000006,1115.232231404959,121.0,1510.0,,68.485,,,14.6,,1660.4126984126983,19.0,,20.0,,,19.0,,63.0,1724.5711111111111,,754.4394736842102,45.0,,76.0,76435.59999999998,1047.0630136986301,73.0,134943.10000000006,1115.232231404959,121.0,1.3131572391873898,,2109.0,1054.5,2.0,1510.0,,,,599.0,1.0,,,,1.0,7,MONTHLY,1455,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2084,4753,7,64.91232876712328,F,4753,3941,DISPONENT,134943.10000000006,1115.232231404959,121.0,1510.0,,68.485,,,14.6,,1660.4126984126983,19.0,,20.0,,,19.0,,63.0,1724.5711111111111,,754.4394736842102,45.0,,76.0,76435.59999999998,1047.0630136986301,73.0,134943.10000000006,1115.232231404959,121.0,1.3131572391873898,,2109.0,1054.5,2.0,1510.0,,,,599.0,1.0,,,,1.0,7,MONTHLY,1455,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2085,4796,7,70.85753424657534,M,4796,3977,OWNER,578288.6999999995,2021.9884615384601,286.0,2974.0,,84.0322033898305,,4636.0,14.600000000000017,,2232.978723404255,59.0,,59.0,,63.0,58.0,,47.0,2421.348780487805,,1720.6306748466268,123.0,,163.0,113275.50000000006,2097.694444444445,54.0,340741.3,1958.283333333333,174.0,0.9389197186776024,1.0862190201884785,2974.0,2974.0,1.0,2974.0,,,,,1.0,,,,,7,MONTHLY,267,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2086,4823,7,16.723287671232878,M,4823,4000,OWNER,1052129.699999999,2585.0852579852562,407.0,,,210.7615384615385,,,14.600000000000017,,3705.446428571429,,,65.0,,,62.0,,280.0,2496.2262931034484,,2702.8868571428548,232.0,,175.0,245277.40000000005,3227.3342105263164,76.0,594583.5999999995,2596.4349344978145,229.0,1.5532055150525372,0.9123656513472274,,,,,,,,,,,,,,7,MONTHLY,213,,,,,,,740.0,junior,2034.0,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2087,4979,7,61.553424657534244,M,4979,4134,OWNER,4684578.000000002,10894.36744186047,430.0,5932.0,,172.34,,,14.600000000000017,,18969.6,68.0,,70.0,,,67.0,,225.0,13865.875294117648,10697.115384615385,8757.496581196596,170.0,26.0,234.0,708593.3999999998,10901.43692307692,65.0,1707894.9000000006,8758.435384615388,195.0,1.1576704304103869,0.7692965892249188,7103.0,3551.5,2.0,5932.0,,1171.0,,,1.0,,1.0,,,7,MONTHLY,61,,,,,,,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2088,7855,7,34.945205479452056,F,7855,6505,OWNER,378296.0,7720.326530612244,49.0,,,187.45,3207.800000000001,,14.6,,14062.115384615383,,,16.0,3.0,,4.0,,26.0,8042.8538461538465,,7355.730434782608,26.0,,23.0,328299.7,8207.4925,40.0,378296.0,7720.326530612244,49.0,6.566479919514045,,3207.8,3207.8,1.0,,,,3207.8,,,,,1.0,,7,MONTHLY,1716,6321.0,38496.0,12.0,3208.0,C,2106.0,923.0,classic,2092.0,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2089,8666,7,27.364383561643837,F,8666,7180,OWNER,950377.2,8561.956756756757,111.0,8089.0,,169.42777777777778,4156.5,,30.0,,12762.076923076924,14.0,,18.0,1.0,,13.0,,65.0,11474.637777777778,10978.25,5968.836206896552,45.0,8.0,58.0,642912.7999999999,7653.723809523809,84.0,950377.2,8561.956756756757,111.0,2.0910154151179774,,12245.5,6122.75,2.0,8089.0,,,4156.5,,1.0,,,1.0,,7,WEEKLY,1623,6469.0,99744.0,24.0,4156.0,C,2146.0,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2090,11683,7,18.93972602739726,M,11375,9491,OWNER,2727539.8000000003,11606.552340425533,235.0,4704.0,872.0,266.99310344827586,4698.0,,30.0,,19977.0703125,24.0,24.0,29.0,6.0,,24.0,,128.0,23542.928813559327,14858.333333333336,7349.158823529412,59.0,6.0,170.0,1137071.3,10933.377884615384,104.0,2727539.8000000003,11606.552340425533,235.0,0.971095535461126,,12519.0,3129.75,4.0,4704.0,872.0,,4698.0,2245.0,1.0,1.0,,1.0,1.0,7,WEEKLY,1315,6932.0,225504.0,48.0,4698.0,C,2001.0,1115.0,junior,1736.0,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2091,13923,7,19.871232876712327,F,13615,11327,OWNER,559881.6,7465.088000000001,75.0,3693.0,,231.65714285714287,1632.0,,14.599999999999998,,12959.35,9.0,,14.0,3.0,,9.0,,40.0,10620.573333333332,,5361.431111111112,30.0,,45.0,498026.1999999999,7323.914705882351,68.0,559881.6,7465.088000000001,75.0,8.051458724703096,,5325.0,2662.5,2.0,3693.0,,,1632.0,,1.0,,,1.0,,7,MONTHLY,1748,7294.0,39168.0,24.0,1632.0,C,2095.0,,,,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846
2092,38,36,25.46027397260274,F,38,30,OWNER,4561803.200000001,16234.175088967975,281.0,,,186.98636363636368,,,14.600000000000012,,23468.804123711343,,,44.0,,,43.0,,194.0,17715.226153846153,13089.8,15244.487022900768,130.0,20.0,131.0,1135821.9,16703.26323529412,68.0,3386077.200000002,16201.326315789485,209.0,0.8103790878566558,1.1921087906536048,2480.2,2480.2,1.0,,,2480.2,,,,,1.0,,,36,MONTHLY,792,,,,,,,,,,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
2093,51,36,19.095890410958905,F,51,43,OWNER,2841686.7000000025,8852.606542056083,321.0,6589.0,,260.84909090909093,,,14.600000000000017,,15043.132530120482,50.0,,55.0,,,50.0,,166.0,12957.381249999995,,6652.918660287082,112.0,,209.0,643732.2,8940.724999999999,72.0,1904000.4000000008,8654.547272727277,220.0,1.0516204305726726,0.9694097614727248,6589.0,6589.0,1.0,6589.0,,,,,1.0,,,,,36,MONTHLY,527,,,,,,,5.0,junior,843.0,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
2094,76,36,31.273972602739725,F,76,65,OWNER,1357447.1,7499.70773480663,181.0,686.0,3401.0,206.98076923076923,,,14.6,,14020.5,22.0,22.0,26.0,,,21.0,,90.0,13335.783018867922,,5083.207812499998,53.0,,128.0,627754.7999999998,6607.9452631578915,95.0,1357447.1,7499.70773480663,181.0,0.9669758141596831,,7402.0,2467.333333333333,3.0,686.0,3401.0,,,3315.0,1.0,1.0,,,1.0,36,MONTHLY,1397,,,,,,,9.0,classic,1758.0,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
2095,132,36,45.961643835616435,M,132,110,OWNER,1429397.7000000004,6839.223444976076,209.0,3050.0,,198.01034482758618,4516.0,,14.600000000000005,,11015.939655172411,24.0,,29.0,16.0,,24.0,,116.0,12321.955737704917,,4579.448648648647,61.0,,148.0,618758.4999999999,6445.401041666665,96.0,1429397.7000000004,6839.223444976076,209.0,1.0264065267112512,,7664.0,2554.6666666666665,3.0,3050.0,,,4516.0,98.0,1.0,,,1.0,1.0,36,MONTHLY,1293,4990.0,162576.0,36.0,4516.0,C,1711.0,21.0,classic,1882.0,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
2096,388,36,48.205479452054796,F,388,318,OWNER,679588.6999999995,2343.409310344826,290.0,2858.0,,125.62941176470586,,,14.600000000000012,,3686.1917808219177,47.0,,51.0,,,46.0,,146.0,2672.321641791045,,2060.8820512820503,134.0,,156.0,146958.00000000006,2099.4000000000005,70.0,505019.5999999996,2348.9283720930216,215.0,0.7577295029730048,1.346538695460188,2858.0,2858.0,1.0,2858.0,,,,,1.0,,,,,36,MONTHLY,623,,,,,,,,,,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
