;account_id;sum_order_amount_by_account_id;mean_order_amount_by_account_id;total_nbr_orders;mean_order_amount_of Household;mean_order_amount_of Insurance payment;mean_order_amount_of Leasing;mean_order_amount_of Loan payment;mean_order_amount_of Unknown_Order_Type;nbr_orders Household;nbr_orders Insurance payment;nbr_orders Leasing;nbr_orders Loan payment;nbr_orders Unknown_Order_Type
1923;2389;3912.0;3912.0;1;3912.0;;;;;1.0;;;;
1924;2390;16023.0;5341.0;3;2206.0;;2353.0;;11464.0;1.0;;1.0;;1.0
1925;2391;4959.0;4959.0;1;4959.0;;;;;1.0;;;;
1926;2393;5545.0;2772.5;2;4292.0;;1253.0;;;1.0;;1.0;;
1927;2394;7204.0;1801.0;4;3131.0;788.0;;3103.0;182.0;1.0;1.0;;1.0;1.0
1928;2395;3696.0;3696.0;1;3696.0;;;;;1.0;;;;
1929;2396;2548.0;2548.0;1;2548.0;;;;;1.0;;;;
1930;2397;3129.0;1564.5;2;3113.0;;;;16.0;1.0;;;;1.0
1931;2400;1640.0;1640.0;1;1640.0;;;;;1.0;;;;
1932;2401;2782.0;2782.0;1;2782.0;;;;;1.0;;;;
1933;2402;2384.0;2384.0;1;2384.0;;;;;1.0;;;;
1934;2403;3031.0;3031.0;1;3031.0;;;;;1.0;;;;
1935;2404;5488.0;5488.0;1;5488.0;;;;;1.0;;;;
1936;2405;6407.0;6407.0;1;6407.0;;;;;1.0;;;;
1937;2406;3186.0;3186.0;1;3186.0;;;;;1.0;;;;
1938;2407;7292.0;7292.0;1;7292.0;;;;;1.0;;;;
1939;2408;3070.0;1535.0;2;3017.0;;;;53.0;1.0;;;;1.0
1940;2409;5028.0;5028.0;1;5028.0;;;;;1.0;;;;
1941;2410;3410.0;3410.0;1;3410.0;;;;;1.0;;;;
1942;2413;7944.0;3972.0;2;6448.0;;;1496.0;;1.0;;;1.0;
1943;2414;1966.0;983.0;2;465.0;;;;1501.0;1.0;;;;1.0
1944;2415;7308.0;7308.0;1;7308.0;;;;;1.0;;;;
1945;2416;9425.0;9425.0;1;9425.0;;;;;1.0;;;;
1946;2417;3162.0;1581.0;2;1319.0;;;;1843.0;1.0;;;;1.0
1947;2419;7984.3;7984.3;1;;;;7984.3;;;;;1.0;
1948;2420;2401.0;2401.0;1;2401.0;;;;;1.0;;;;
1949;2421;2127.0;709.0;3;1544.0;363.0;;;220.0;1.0;1.0;;;1.0
1950;2422;2809.0;2809.0;1;2809.0;;;;;1.0;;;;
1951;2423;2811.0;1405.5;2;1405.5;;;;;2.0;;;;
1952;2424;14138.0;14138.0;1;14138.0;;;;;1.0;;;;
1953;2425;5936.0;5936.0;1;5936.0;;;;;1.0;;;;
1954;2427;8706.0;2902.0;3;5496.0;2342.0;;;868.0;1.0;1.0;;;1.0
1955;2429;7155.0;3577.5;2;6786.0;;;;369.0;1.0;;;;1.0
1956;2431;5286.0;1321.5;4;1243.0;2305.0;1502.0;;236.0;1.0;1.0;1.0;;1.0
1957;2432;2554.0;2554.0;1;2554.0;;;;;1.0;;;;
1958;2433;1757.0;1757.0;1;1757.0;;;;;1.0;;;;
1959;2434;2927.0;2927.0;1;2927.0;;;;;1.0;;;;
1960;2435;9537.9;4768.95;2;7904.0;;1633.9;;;1.0;;1.0;;
1961;2437;1994.0;997.0;2;656.0;;;;1338.0;1.0;;;;1.0
1962;2438;6522.0;3261.0;2;5817.0;;;;705.0;1.0;;;;1.0
1963;2439;2096.0;2096.0;1;2096.0;;;;;1.0;;;;
1964;2440;8110.0;2703.3333333333335;3;6219.0;1230.0;;;661.0;1.0;1.0;;;1.0
1965;2441;5994.0;1998.0;3;4719.0;785.0;;;490.0;1.0;1.0;;;1.0
1966;2442;2108.0;1054.0;2;540.0;;;;1568.0;1.0;;;;1.0
1967;2443;7034.0;7034.0;1;7034.0;;;;;1.0;;;;
1968;2444;2931.6;2931.6;1;;;2931.6;;;;;1.0;;
1969;2445;4886.0;4886.0;1;;;;4886.0;;;;;1.0;
1970;2446;6372.0;6372.0;1;6372.0;;;;;1.0;;;;
1971;2447;6911.0;6911.0;1;6911.0;;;;;1.0;;;;
1972;2448;2260.0;1130.0;2;1067.0;;;;1193.0;1.0;;;;1.0
1973;2450;9370.0;4685.0;2;1455.0;;;;7915.0;1.0;;;;1.0
1974;2451;6944.0;6944.0;1;6944.0;;;;;1.0;;;;
1975;2452;3244.0;3244.0;1;3244.0;;;;;1.0;;;;
1976;2453;2190.0;2190.0;1;2190.0;;;;;1.0;;;;
1977;2455;3262.0;3262.0;1;3262.0;;;;;1.0;;;;
1978;2456;13741.3;6870.65;2;9554.0;;;4187.3;;1.0;;;1.0;
1979;2457;3834.0;3834.0;1;3834.0;;;;;1.0;;;;
1980;2459;1971.0;1971.0;1;1971.0;;;;;1.0;;;;
1981;2460;435.0;435.0;1;;;435.0;;;;;1.0;;
1982;2463;3077.0;3077.0;1;3077.0;;;;;1.0;;;;
1983;2464;12828.0;4276.0;3;5555.0;;2592.0;;4681.0;1.0;;1.0;;1.0
1984;2465;3630.0;1815.0;2;1815.0;;;;;2.0;;;;
1985;2466;3770.0;1885.0;2;37.0;;;;3733.0;1.0;;;;1.0
1986;2467;5332.0;5332.0;1;5332.0;;;;;1.0;;;;
1987;2468;2094.0;2094.0;1;2094.0;;;;;1.0;;;;
1988;2469;2220.0;2220.0;1;2220.0;;;;;1.0;;;;
1989;2470;7658.0;2552.6666666666665;3;4511.0;1042.0;;;2105.0;1.0;1.0;;;1.0
1990;2471;5192.0;1298.0;4;3277.0;363.0;;;776.0;1.0;1.0;;;2.0
1991;2472;5342.0;2671.0;2;4109.0;;1233.0;;;1.0;;1.0;;
1992;2473;1996.0;998.0;2;1760.0;;;;236.0;1.0;;;;1.0
1993;2474;2372.0;1186.0;2;121.0;;;;2251.0;1.0;;;;1.0
1994;2475;8278.0;2069.5;4;166.0;3479.0;;;2316.5;1.0;1.0;;;2.0
1995;2476;2854.0;2854.0;1;2854.0;;;;;1.0;;;;
1996;2477;3096.0;3096.0;1;3096.0;;;;;1.0;;;;
1997;2479;3991.0;1330.3333333333333;3;3022.0;204.0;;;765.0;1.0;1.0;;;1.0
1998;2480;3022.0;3022.0;1;;;3022.0;;;;;1.0;;
1999;2482;9369.0;1873.8;5;7381.0;85.0;1721.0;;91.0;1.0;1.0;1.0;;2.0
2000;2483;9922.0;4961.0;2;4996.0;;;;4926.0;1.0;;;;1.0
2001;2484;4870.0;1217.5;4;2343.0;599.0;;;964.0;1.0;1.0;;;2.0
2002;2485;1944.0;1944.0;1;1944.0;;;;;1.0;;;;
2003;2486;2043.0;2043.0;1;;;;2043.0;;;;;1.0;
2004;2487;4717.0;943.4;5;1828.0;842.0;1557.0;;245.0;1.0;1.0;1.0;;2.0
2005;2488;2030.0;2030.0;1;2030.0;;;;;1.0;;;;
2006;2489;3854.0;3854.0;1;3854.0;;;;;1.0;;;;
2007;2490;4175.0;2087.5;2;3526.0;;;;649.0;1.0;;;;1.0
2008;2491;3233.0;1616.5;2;1.0;;;;3232.0;1.0;;;;1.0
2009;2492;3741.0;1870.5;2;1870.5;;;;;2.0;;;;
2010;2493;5375.0;5375.0;1;5375.0;;;;;1.0;;;;
2011;2494;7146.0;2382.0;3;693.0;2247.0;;;4206.0;1.0;1.0;;;1.0
2012;2495;856.0;856.0;1;;;856.0;;;;;1.0;;
2013;2496;7734.0;3867.0;2;4982.0;;;2752.0;;1.0;;;1.0;
2014;2497;5841.0;2920.5;2;3970.0;;1871.0;;;1.0;;1.0;;
2015;2498;6021.0;3010.5;2;4223.0;;1798.0;;;1.0;;1.0;;
2016;2499;3903.0;1301.0;3;112.0;1858.0;;;1933.0;1.0;1.0;;;1.0
2017;2501;4411.0;1470.3333333333333;3;524.0;745.0;;;3142.0;1.0;1.0;;;1.0
2018;2502;3885.0;3885.0;1;3885.0;;;;;1.0;;;;
2019;2503;6279.0;6279.0;1;6279.0;;;;;1.0;;;;
2020;2504;5513.0;5513.0;1;5513.0;;;;;1.0;;;;
2021;2505;1961.0;980.5;2;980.5;;;;;2.0;;;;
2022;2506;10076.0;10076.0;1;10076.0;;;;;1.0;;;;
2023;2507;4556.0;4556.0;1;4556.0;;;;;1.0;;;;
2024;2508;2193.0;2193.0;1;2193.0;;;;;1.0;;;;
2025;2509;13400.0;4466.666666666667;3;7073.0;1950.0;;;4377.0;1.0;1.0;;;1.0
2026;2510;7918.0;2639.3333333333335;3;6922.0;904.0;;;92.0;1.0;1.0;;;1.0
2027;2511;5755.0;2877.5;2;2696.0;;;;3059.0;1.0;;;;1.0
2028;2513;2655.0;2655.0;1;2655.0;;;;;1.0;;;;
2029;2514;4001.0;4001.0;1;4001.0;;;;;1.0;;;;
2030;2516;9721.0;9721.0;1;;;;9721.0;;;;;1.0;
2031;2517;11769.0;11769.0;1;11769.0;;;;;1.0;;;;
2032;2519;1599.0;1599.0;1;1599.0;;;;;1.0;;;;
2033;2520;2355.0;2355.0;1;2355.0;;;;;1.0;;;;
2034;2521;6002.0;6002.0;1;6002.0;;;;;1.0;;;;
2035;2523;2015.0;503.75;4;1819.0;41.0;;;77.5;1.0;1.0;;;2.0
2036;2524;2550.0;2550.0;1;2550.0;;;;;1.0;;;;
2037;2525;5337.0;2668.5;2;2408.0;;;;2929.0;1.0;;;;1.0
2038;2526;3964.0;3964.0;1;3964.0;;;;;1.0;;;;
2039;2527;8096.6;4048.3;2;5774.0;;2322.6;;;1.0;;1.0;;
2040;2528;2824.0;2824.0;1;2824.0;;;;;1.0;;;;
2041;2530;8176.0;2725.3333333333335;3;99.0;3698.0;;;4379.0;1.0;1.0;;;1.0
2042;2531;1614.0;1614.0;1;1614.0;;;;;1.0;;;;
2043;2532;12133.0;12133.0;1;12133.0;;;;;1.0;;;;
2044;2534;3410.0;1705.0;2;2190.0;;;;1220.0;1.0;;;;1.0
2045;2535;4516.0;1505.3333333333333;3;4273.0;153.0;;;90.0;1.0;1.0;;;1.0
2046;2536;3136.0;3136.0;1;3136.0;;;;;1.0;;;;
2047;2537;13540.0;13540.0;1;13540.0;;;;;1.0;;;;
2048;2538;3689.0;3689.0;1;3689.0;;;;;1.0;;;;
2049;2539;3823.0;1911.5;2;1911.5;;;;;2.0;;;;
2050;2541;5957.0;1985.6666666666667;3;1822.0;1897.0;;;2238.0;1.0;1.0;;;1.0
2051;2542;3380.0;1126.6666666666667;3;435.0;308.0;;;2637.0;1.0;1.0;;;1.0
2052;2543;2145.0;2145.0;1;2145.0;;;;;1.0;;;;
2053;2544;3514.0;878.5;4;2920.0;33.0;;;280.5;1.0;1.0;;;2.0
2054;2545;12954.0;3238.5;4;2637.0;713.0;;8933.0;671.0;1.0;1.0;;1.0;1.0
2055;2546;9513.5;2378.375;4;2985.0;480.0;4896.5;;1152.0;1.0;1.0;1.0;;1.0
2056;2547;5492.0;5492.0;1;5492.0;;;;;1.0;;;;
2057;2549;2085.0;2085.0;1;2085.0;;;;;1.0;;;;
2058;2550;7347.0;1836.75;4;6828.0;67.0;;;226.0;1.0;1.0;;;2.0
2059;2551;16809.0;5603.0;3;11601.0;;2390.0;;2818.0;1.0;;1.0;;1.0
2060;2552;7035.0;7035.0;1;7035.0;;;;;1.0;;;;
2061;2553;9687.0;9687.0;1;9687.0;;;;;1.0;;;;
2062;2554;7607.0;7607.0;1;7607.0;;;;;1.0;;;;
2063;2555;7725.0;3862.5;2;5464.0;;;;2261.0;1.0;;;;1.0
2064;2556;2006.0;2006.0;1;2006.0;;;;;1.0;;;;
2065;2557;2806.0;2806.0;1;2806.0;;;;;1.0;;;;
2066;2558;1982.0;1982.0;1;1982.0;;;;;1.0;;;;
2067;2559;5123.0;5123.0;1;5123.0;;;;;1.0;;;;
2068;2560;5591.0;2795.5;2;1146.0;;;;4445.0;1.0;;;;1.0
2069;2561;7764.0;7764.0;1;7764.0;;;;;1.0;;;;
2070;2562;2235.0;2235.0;1;2235.0;;;;;1.0;;;;
2071;2563;2984.0;2984.0;1;2984.0;;;;;1.0;;;;
2072;2564;8086.0;8086.0;1;8086.0;;;;;1.0;;;;
2073;2567;2574.0;2574.0;1;2574.0;;;;;1.0;;;;
2074;2568;6620.0;2206.6666666666665;3;5228.0;306.0;;;1086.0;1.0;1.0;;;1.0
2075;2569;2334.0;1167.0;2;1167.0;;;;;2.0;;;;
2076;2570;2051.0;2051.0;1;2051.0;;;;;1.0;;;;
2077;2572;7500.0;7500.0;1;;;;7500.0;;;;;1.0;
2078;2574;9546.0;9546.0;1;9546.0;;;;;1.0;;;;
2079;2575;2578.0;1289.0;2;1289.0;;;;;2.0;;;;
2080;2576;8106.0;8106.0;1;8106.0;;;;;1.0;;;;
2081;2577;3347.0;3347.0;1;3347.0;;;;;1.0;;;;
2082;2578;2846.0;2846.0;1;2846.0;;;;;1.0;;;;
2083;2579;2688.0;2688.0;1;2688.0;;;;;1.0;;;;
2084;2580;6505.0;3252.5;2;5016.0;;;1489.0;;1.0;;;1.0;
2085;2581;4769.0;4769.0;1;4769.0;;;;;1.0;;;;
2086;2582;3129.0;1564.5;2;1381.0;;;;1748.0;1.0;;;;1.0
2087;2583;415.0;415.0;1;;;415.0;;;;;1.0;;
2088;2584;1576.0;788.0;2;788.0;;;;;2.0;;;;
2089;2588;6509.0;6509.0;1;6509.0;;;;;1.0;;;;
2090;2589;3694.0;1847.0;2;1847.0;;;;;2.0;;;;
2091;2590;2020.0;673.3333333333334;3;1300.0;60.0;;;660.0;1.0;1.0;;;1.0
2092;2591;3301.0;3301.0;1;3301.0;;;;;1.0;;;;
2093;2592;5129.0;5129.0;1;5129.0;;;;;1.0;;;;
2094;2593;7300.0;7300.0;1;7300.0;;;;;1.0;;;;
2095;2594;12607.0;4202.333333333333;3;10912.0;;1189.0;;506.0;1.0;;1.0;;1.0
2096;2595;3481.0;3481.0;1;3481.0;;;;;1.0;;;;
2097;2596;2285.0;2285.0;1;2285.0;;;;;1.0;;;;
2098;2597;3355.0;1677.5;2;1398.0;;;;1957.0;1.0;;;;1.0
2099;2600;4379.0;4379.0;1;4379.0;;;;;1.0;;;;
2100;2602;5405.0;2702.5;2;1332.0;;;;4073.0;1.0;;;;1.0
2101;2603;3210.0;3210.0;1;3210.0;;;;;1.0;;;;
2102;2604;3965.0;3965.0;1;3965.0;;;;;1.0;;;;
2103;2605;4245.0;4245.0;1;4245.0;;;;;1.0;;;;
2104;2606;2474.0;1237.0;2;1237.0;;;;;2.0;;;;
2105;2607;4640.0;1160.0;4;1433.0;882.0;1570.0;;755.0;1.0;1.0;1.0;;1.0
2106;2608;4788.0;4788.0;1;4788.0;;;;;1.0;;;;
2107;2609;4881.9;4881.9;1;;;4881.9;;;;;1.0;;
2108;2610;1842.0;1842.0;1;1842.0;;;;;1.0;;;;
2109;2612;2259.5;2259.5;1;;;2259.5;;;;;1.0;;
2110;2613;3095.0;1547.5;2;1547.5;;;;;2.0;;;;
2111;2614;2152.0;2152.0;1;2152.0;;;;;1.0;;;;
2112;2616;8188.0;8188.0;1;8188.0;;;;;1.0;;;;
2113;2617;2033.0;1016.5;2;166.0;;;;1867.0;1.0;;;;1.0
2114;2618;3223.0;3223.0;1;3223.0;;;;;1.0;;;;
2115;2619;5454.0;5454.0;1;5454.0;;;;;1.0;;;;
2116;2620;3855.0;3855.0;1;3855.0;;;;;1.0;;;;
2117;2621;2819.0;2819.0;1;2819.0;;;;;1.0;;;;
2118;2622;12748.0;6374.0;2;7067.0;;;5681.0;;1.0;;;1.0;
2119;2623;2891.0;2891.0;1;2891.0;;;;;1.0;;;;
2120;2624;10744.0;10744.0;1;10744.0;;;;;1.0;;;;
2121;2625;6900.0;3450.0;2;4978.0;;1922.0;;;1.0;;1.0;;
2122;2627;2140.0;1070.0;2;1070.0;;;;;2.0;;;;
2123;2628;3090.0;3090.0;1;;;3090.0;;;;;1.0;;
2124;2631;2125.0;2125.0;1;2125.0;;;;;1.0;;;;
2125;2632;4383.0;1461.0;3;2042.0;2300.0;;;41.0;1.0;1.0;;;1.0
2126;2636;3254.0;3254.0;1;3254.0;;;;;1.0;;;;
2127;2637;5194.0;5194.0;1;5194.0;;;;;1.0;;;;
2128;2638;6284.0;2094.6666666666665;3;1018.0;4538.0;;;728.0;1.0;1.0;;;1.0
2129;2639;8633.0;8633.0;1;8633.0;;;;;1.0;;;;
2130;2640;8872.0;8872.0;1;8872.0;;;;;1.0;;;;
2131;2641;5126.0;5126.0;1;5126.0;;;;;1.0;;;;
2132;2642;3899.0;1299.6666666666667;3;792.0;2536.0;;;571.0;1.0;1.0;;;1.0
2133;2644;2687.0;1343.5;2;1343.5;;;;;2.0;;;;
2134;2645;8212.0;1642.4;5;389.0;5457.0;725.0;;820.5;1.0;1.0;1.0;;2.0
2135;2646;10065.8;2516.45;4;6232.0;300.0;3005.8;;528.0;1.0;1.0;1.0;;1.0
2136;2647;5303.0;5303.0;1;5303.0;;;;;1.0;;;;
2137;2649;6951.0;1737.75;4;5799.0;177.0;;;487.5;1.0;1.0;;;2.0
2138;2650;4563.0;4563.0;1;4563.0;;;;;1.0;;;;
2139;2651;14454.9;7227.45;2;10862.0;;3592.9;;;1.0;;1.0;;
2140;2652;8086.0;4043.0;2;1735.0;;;;6351.0;1.0;;;;1.0
2141;2653;8590.0;4295.0;2;6280.0;;;;2310.0;1.0;;;;1.0
2142;2654;3861.0;3861.0;1;3861.0;;;;;1.0;;;;
2143;2655;6544.0;1636.0;4;2900.0;1339.0;2216.0;;89.0;1.0;1.0;1.0;;1.0
2144;2656;2127.0;1063.5;2;1063.5;;;;;2.0;;;;
2145;2657;2174.0;2174.0;1;2174.0;;;;;1.0;;;;
2146;2658;2270.0;756.6666666666666;3;486.0;417.0;;;1367.0;1.0;1.0;;;1.0
2147;2661;4764.0;4764.0;1;4764.0;;;;;1.0;;;;
2148;2662;3625.0;3625.0;1;3625.0;;;;;1.0;;;;
2149;2663;3877.0;3877.0;1;3877.0;;;;;1.0;;;;
2150;2664;3928.0;1964.0;2;3453.0;;;;475.0;1.0;;;;1.0
2151;2666;1934.0;967.0;2;647.0;;;;1287.0;1.0;;;;1.0
2152;2667;2180.0;2180.0;1;2180.0;;;;;1.0;;;;
2153;2668;9884.0;9884.0;1;9884.0;;;;;1.0;;;;
2154;2670;8732.0;4366.0;2;3978.0;;;;4754.0;1.0;;;;1.0
2155;2671;1984.0;1984.0;1;1984.0;;;;;1.0;;;;
2156;2672;2322.0;1161.0;2;2111.0;;;;211.0;1.0;;;;1.0
2157;2673;5870.0;2935.0;2;1759.0;;;;4111.0;1.0;;;;1.0
2158;2676;5197.0;1732.3333333333333;3;1510.0;2348.0;;;1339.0;1.0;1.0;;;1.0
2159;2677;6324.0;1581.0;4;3926.0;1599.0;;;399.5;1.0;1.0;;;2.0
2160;2678;3793.0;3793.0;1;;;3793.0;;;;;1.0;;
2161;2679;3842.0;3842.0;1;3842.0;;;;;1.0;;;;
2162;2681;6222.0;3111.0;2;4662.0;;1560.0;;;1.0;;1.0;;
2163;2685;2576.0;2576.0;1;2576.0;;;;;1.0;;;;
2164;2686;1996.0;1996.0;1;1996.0;;;;;1.0;;;;
2165;2687;3830.0;3830.0;1;3830.0;;;;;1.0;;;;
2166;2688;2802.0;2802.0;1;2802.0;;;;;1.0;;;;
2167;2689;4848.0;2424.0;2;2727.0;;;;2121.0;1.0;;;;1.0
2168;2690;2017.0;2017.0;1;2017.0;;;;;1.0;;;;
2169;2691;1370.0;1370.0;1;;;;1370.0;;;;;1.0;
2170;2692;3386.0;3386.0;1;3386.0;;;;;1.0;;;;
2171;2693;5852.0;5852.0;1;5852.0;;;;;1.0;;;;
2172;2694;11168.0;5584.0;2;3532.0;;;7636.0;;1.0;;;1.0;
2173;2695;3923.0;3923.0;1;3923.0;;;;;1.0;;;;
2174;2696;3115.0;3115.0;1;3115.0;;;;;1.0;;;;
2175;2697;4149.0;1383.0;3;378.0;629.0;;;3142.0;1.0;1.0;;;1.0
2176;2699;9221.0;3073.6666666666665;3;3743.0;;;4816.0;662.0;1.0;;;1.0;1.0
2177;2700;14796.0;3699.0;4;5221.0;1123.0;;;4226.0;1.0;1.0;;;2.0
2178;2701;6250.0;3125.0;2;489.0;;;;5761.0;1.0;;;;1.0
2179;2702;3566.0;1783.0;2;3537.0;;;;29.0;1.0;;;;1.0
2180;2703;2082.0;2082.0;1;2082.0;;;;;1.0;;;;
2181;2705;13331.2;6665.6;2;10723.0;;;2608.2;;1.0;;;1.0;
2182;2707;5578.0;2789.0;2;3032.0;;;;2546.0;1.0;;;;1.0
2183;2709;2024.0;674.6666666666666;3;1969.0;16.0;;;39.0;1.0;1.0;;;1.0
2184;2711;8171.0;4085.5;2;7300.0;;871.0;;;1.0;;1.0;;
2185;2712;2976.0;2976.0;1;2976.0;;;;;1.0;;;;
2186;2713;3387.0;3387.0;1;3387.0;;;;;1.0;;;;
2187;2715;2219.0;739.6666666666666;3;1707.0;296.0;;;216.0;1.0;1.0;;;1.0
2188;2716;8445.0;4222.5;2;989.0;;;;7456.0;1.0;;;;1.0
2189;2717;2271.0;2271.0;1;2271.0;;;;;1.0;;;;
2190;2719;2889.0;2889.0;1;2889.0;;;;;1.0;;;;
2191;2720;13533.2;4511.066666666667;3;6206.0;;;2608.2;4719.0;1.0;;;1.0;1.0
2192;2721;3996.0;999.0;4;1544.0;179.0;;;1136.5;1.0;1.0;;;2.0
2193;2722;1671.0;1671.0;1;1671.0;;;;;1.0;;;;
2194;2723;5546.0;5546.0;1;5546.0;;;;;1.0;;;;
2195;2724;6399.0;6399.0;1;6399.0;;;;;1.0;;;;
2196;2725;5658.0;1414.5;4;3197.0;461.0;;1934.0;66.0;1.0;1.0;;1.0;1.0
2197;2726;5297.0;5297.0;1;5297.0;;;;;1.0;;;;
2198;2728;13829.0;6914.5;2;11222.0;;;2607.0;;1.0;;;1.0;
2199;2729;8733.0;8733.0;1;8733.0;;;;;1.0;;;;
2200;2730;2284.0;2284.0;1;2284.0;;;;;1.0;;;;
2201;2731;5044.0;5044.0;1;5044.0;;;;;1.0;;;;
2202;2732;1564.9;1564.9;1;;;1564.9;;;;;1.0;;
2203;2733;2325.0;1162.5;2;780.0;;;;1545.0;1.0;;;;1.0
2204;2734;5486.0;1828.6666666666667;3;883.0;1293.0;;;3310.0;1.0;1.0;;;1.0
2205;2736;4604.0;4604.0;1;4604.0;;;;;1.0;;;;
2206;2737;4456.0;4456.0;1;4456.0;;;;;1.0;;;;
2207;2738;8914.0;4457.0;2;7762.0;;;;1152.0;1.0;;;;1.0
2208;2739;4587.0;2293.5;2;414.0;;;;4173.0;1.0;;;;1.0
2209;2742;5006.0;2503.0;2;128.0;;;;4878.0;1.0;;;;1.0
2210;2743;8011.0;2670.3333333333335;3;3330.0;1870.0;;;2811.0;1.0;1.0;;;1.0
2211;2744;14384.0;14384.0;1;14384.0;;;;;1.0;;;;
2212;2745;9527.0;2381.75;4;1076.0;1465.0;;;3493.0;1.0;1.0;;;2.0
2213;2746;2404.0;2404.0;1;2404.0;;;;;1.0;;;;
2214;2747;3826.0;3826.0;1;3826.0;;;;;1.0;;;;
2215;2749;14520.0;14520.0;1;14520.0;;;;;1.0;;;;
2216;2750;3979.0;1989.5;2;1750.0;;;;2229.0;1.0;;;;1.0
2217;2751;3783.0;1891.5;2;826.0;;;;2957.0;1.0;;;;1.0
2218;2753;9637.0;4818.5;2;6869.0;;;2768.0;;1.0;;;1.0;
2219;2754;10093.3;3364.433333333333;3;2882.0;;;6985.3;226.0;1.0;;;1.0;1.0
2220;2755;3767.0;1883.5;2;1883.5;;;;;2.0;;;;
2221;2756;8702.0;8702.0;1;8702.0;;;;;1.0;;;;
2222;2757;2077.0;2077.0;1;2077.0;;;;;1.0;;;;
2223;2758;4692.0;4692.0;1;4692.0;;;;;1.0;;;;
2224;2759;12692.0;12692.0;1;12692.0;;;;;1.0;;;;
2225;2760;9845.0;4922.5;2;5369.0;;;;4476.0;1.0;;;;1.0
2226;2761;6238.0;6238.0;1;6238.0;;;;;1.0;;;;
2227;2762;12266.0;4088.6666666666665;3;6892.0;;;4641.0;733.0;1.0;;;1.0;1.0
2228;2763;13671.2;6835.6;2;9480.0;;4191.2;;;1.0;;1.0;;
2229;2764;3406.0;1703.0;2;1024.0;;;;2382.0;1.0;;;;1.0
2230;2765;5254.0;5254.0;1;5254.0;;;;;1.0;;;;
2231;2766;3498.0;3498.0;1;3498.0;;;;;1.0;;;;
2232;2767;7272.0;2424.0;3;4664.0;1275.0;;;1333.0;1.0;1.0;;;1.0
2233;2768;2155.0;2155.0;1;2155.0;;;;;1.0;;;;
2234;2770;2570.0;856.6666666666666;3;494.0;494.0;;;1582.0;1.0;1.0;;;1.0
2235;2771;8767.0;4383.5;2;7288.0;;1479.0;;;1.0;;1.0;;
2236;2772;7594.0;7594.0;1;7594.0;;;;;1.0;;;;
2237;2773;3603.0;900.75;4;3354.0;36.0;;;106.5;1.0;1.0;;;2.0
2238;2774;3628.0;3628.0;1;3628.0;;;;;1.0;;;;
2239;2775;12146.5;6073.25;2;8691.0;;3455.5;;;1.0;;1.0;;
2240;2776;1647.0;1647.0;1;1647.0;;;;;1.0;;;;
2241;2778;6013.0;3006.5;2;192.0;;;;5821.0;1.0;;;;1.0
2242;2779;8311.0;2077.75;4;8262.0;10.0;;;19.5;1.0;1.0;;;2.0
2243;2782;2602.8;2602.8;1;;;2602.8;;;;;1.0;;
2244;2784;3307.0;3307.0;1;3307.0;;;;;1.0;;;;
2245;2787;8356.0;8356.0;1;8356.0;;;;;1.0;;;;
2246;2788;3803.0;3803.0;1;3803.0;;;;;1.0;;;;
2247;2789;3956.0;1318.6666666666667;3;2965.0;762.0;;;229.0;1.0;1.0;;;1.0
2248;2790;8862.0;8862.0;1;8862.0;;;;;1.0;;;;
2249;2791;3215.0;3215.0;1;3215.0;;;;;1.0;;;;
2250;2792;2327.0;2327.0;1;2327.0;;;;;1.0;;;;
2251;2793;2301.0;2301.0;1;2301.0;;;;;1.0;;;;
2252;2795;9957.0;3319.0;3;1722.0;1869.0;;;6366.0;1.0;1.0;;;1.0
2253;2796;8672.0;4336.0;2;3381.0;;;;5291.0;1.0;;;;1.0
2254;2798;6094.0;6094.0;1;6094.0;;;;;1.0;;;;
2255;2799;8406.0;2802.0;3;1043.0;2493.0;;;4870.0;1.0;1.0;;;1.0
2256;2800;8740.0;8740.0;1;8740.0;;;;;1.0;;;;
2257;2801;3524.0;3524.0;1;3524.0;;;;;1.0;;;;
2258;2802;2412.0;2412.0;1;2412.0;;;;;1.0;;;;
2259;2803;1904.0;1904.0;1;;;1904.0;;;;;1.0;;
2260;2805;2017.0;2017.0;1;2017.0;;;;;1.0;;;;
2261;2806;5068.0;5068.0;1;5068.0;;;;;1.0;;;;
2262;2809;8103.0;4051.5;2;1764.0;;;;6339.0;1.0;;;;1.0
2263;2810;7608.0;1902.0;4;392.0;977.0;;;3119.5;1.0;1.0;;;2.0
2264;2811;16564.9;8282.45;2;14584.0;;1980.9;;;1.0;;1.0;;
2265;2812;8211.0;8211.0;1;8211.0;;;;;1.0;;;;
2266;2813;6771.0;1692.75;4;798.0;227.0;;;2873.0;1.0;1.0;;;2.0
2267;2814;2627.0;2627.0;1;2627.0;;;;;1.0;;;;
2268;2816;4577.0;2288.5;2;3933.0;;;;644.0;1.0;;;;1.0
2269;2818;10141.0;5070.5;2;8947.0;;1194.0;;;1.0;;1.0;;
2270;2819;9461.0;4730.5;2;8713.0;;;;748.0;1.0;;;;1.0
2271;2820;2967.0;1483.5;2;1483.5;;;;;2.0;;;;
2272;2821;6055.0;3027.5;2;3933.0;;;;2122.0;1.0;;;;1.0
2273;2823;2210.0;2210.0;1;2210.0;;;;;1.0;;;;
2274;2824;8130.0;4065.0;2;7289.0;;;841.0;;1.0;;;1.0;
