;account_id;alltime_sum_trans_amount_by_account_id;alltime_mean_trans_amount_by_account_id;alltime_total_nbr_trans;mean_trans_amount_of Household;mean_trans_amount_of Insurance payment;mean_trans_amount_of Interest credited;mean_trans_amount_of Loan payment;mean_trans_amount_of Old-age pension;mean_trans_amount_of Payment for statement;mean_trans_amount_of Sanction interest if negative balance;mean_trans_amount_of Unknown_Transaction_Type_x;nbr_trans Household;nbr_trans Insurance payment;nbr_trans Interest credited;nbr_trans Loan payment;nbr_trans Old-age pension;nbr_trans Payment for statement;nbr_trans Sanction interest if negative balance;nbr_trans Unknown_Transaction_Type_x;mean_trans_amount_of Credit;mean_trans_amount_of Unknown_Transaction_Type_y;mean_trans_amount_of Withdrawal;nbr_trans Credit;nbr_trans Unknown_Transaction_Type_y;nbr_trans Withdrawal;1yr_sum_trans_amount_by_account_id;1yr_mean_trans_amount_by_account_id;1yr_total_nbr_trans;3yr_sum_trans_amount_by_account_id;3yr_mean_trans_amount_by_account_id;3yr_total_nbr_trans;trans_ratio_98_97;trans_ratio_97_96
2791;2939;186575.7000000001;2454.943421052633;76.0;2882.0;;88.56428571428572;;5680.0;14.599999999999996;;2524.4444444444443;13.0;;14.0;;18.0;13.0;;18.0;3141.8151515151517;;1927.8093023255817;33.0;;43.0;139757.40000000005;2291.1049180327877;61.0;186575.7000000001;2454.943421052633;76.0;2.985101979354228;
2792;2940;3023569.3000000026;8283.751506849323;365.0;7156.0;;140.13880597014924;;;14.600000000000016;;15167.208333333334;65.0;;67.0;;;65.0;;168.0;9940.183766233766;7749.333333333333;7034.1155778894545;154.0;12.0;199.0;322653.39999999997;5562.989655172413;58.0;1868078.9000000022;9112.58000000001;205.0;1.1328326662453478;0.6965987432754083
2793;2942;187704.60000000003;2346.3075000000003;80.0;2451.0;;146.97333333333333;;;14.599999999999998;;3574.311111111111;10.0;;15.0;;;10.0;;45.0;3184.0162162162164;;1625.4883720930231;37.0;;43.0;152288.60000000003;2175.551428571429;70.0;187704.60000000003;2346.3075000000003;80.0;4.299994352834878;
2794;2944;587753.0999999996;2566.6074235807846;229.0;2984.0;;122.70833333333331;;;14.600000000000009;;3743.351145038168;31.0;;36.0;;;31.0;;131.0;3338.015789473685;;2019.7134328358215;95.0;;134.0;244181.50000000003;3014.586419753087;81.0;587753.0999999996;2566.6074235807846;229.0;1.409594396293444;
2795;2945;335927.3;2332.828472222222;144.0;1854.0;;74.45769230769233;;5959.0;14.600000000000003;;2862.0;25.0;;26.0;;29.0;24.0;;40.0;3125.8375;;1828.1863636363646;56.0;;88.0;146086.10000000003;2282.5953125000005;64.0;335927.3;2332.828472222222;144.0;0.9609707451619629;
2796;2946;247413.70000000013;1718.1506944444454;144.0;2672.0;;59.67187500000001;;4008.0;14.600000000000007;;1719.6153846153845;27.0;;32.0;;32.0;27.0;;26.0;2019.4692307692308;;1470.2303797468362;65.0;;79.0;97305.50000000001;1801.953703703704;54.0;247413.70000000013;1718.1506944444454;144.0;0.9488479900771517;
2797;2947;280501.30000000016;1934.4917241379321;145.0;2228.0;;88.85862068965514;;5196.0;14.600000000000003;;1873.421052631579;25.0;;29.0;;29.0;24.0;;38.0;2614.5915254237298;;1467.9116279069774;59.0;;86.0;130718.10000000005;1922.3250000000007;68.0;280501.30000000016;1934.4917241379321;145.0;1.08576163065959;
2798;2949;634913.1999999994;2002.88075709779;317.0;783.0;;94.20000000000002;;6410.0;14.600000000000012;;2093.038167938931;45.0;;46.0;;50.0;45.0;;131.0;3352.9195876288654;;1407.6363636363637;97.0;;220.0;172784.40000000005;2056.9571428571435;84.0;468998.7999999997;1906.4991869918688;246.0;1.1341696839529385;0.997707839973175
2799;2950;1257416.3000000003;8009.021019108282;157.0;8653.0;;152.69333333333336;;;14.600000000000005;;13519.638157894737;26.0;;30.0;;;25.0;;76.0;10431.322222222223;;6385.56382978723;63.0;;94.0;507391.2999999998;7806.019999999997;65.0;1257416.3000000003;8009.021019108282;157.0;0.9557767655989812;
2800;2951;1639255.8000000012;3366.0283367556494;487.0;743.0;462.0;194.3734375;;;14.600000000000016;;6343.332653061225;60.0;59.0;64.0;;;59.0;;245.0;6414.4338461538455;;2255.9647058823502;130.0;;357.0;342235.5;3640.803191489362;94.0;942712.3999999994;3296.197202797201;286.0;1.126110281551015;1.0017542518027063
2801;2952;182478.20000000007;1754.5980769230775;104.0;1629.0;;71.57499999999999;;4833.0;14.599999999999996;;1578.1081081081081;16.0;;16.0;;20.0;15.0;;37.0;2667.708108108108;;1250.3432835820897;37.0;;67.0;124123.30000000003;1654.9773333333337;75.0;182478.20000000007;1754.5980769230775;104.0;2.1270416023333096;
2802;2953;417800.4999999999;2308.290055248618;181.0;580.0;;173.63214285714284;;;14.600000000000003;;3761.1603773584907;24.0;;28.0;;;23.0;;106.0;3186.2013698630144;;1714.887037037038;73.0;;108.0;174961.40000000005;2160.017283950618;81.0;417800.4999999999;2308.290055248618;181.0;0.8616623409882247;
2803;2954;1019253.1999999997;9182.461261261258;111.0;8306.0;;237.64761904761912;;;14.599999999999996;;15191.948275862069;16.0;;21.0;;;16.0;;58.0;12861.013953488371;;6856.317647058821;43.0;;68.0;602116.8999999999;8362.734722222222;72.0;1019253.1999999997;9182.461261261258;111.0;1.443453614561955;
2804;2955;256933.7000000001;2196.0145299145306;117.0;3386.0;;85.71739130434781;;5079.0;14.600000000000001;;1801.3636363636363;23.0;;23.0;;27.0;22.0;;22.0;2745.1862745098038;;1771.6545454545462;51.0;;66.0;126796.90000000004;2078.6377049180333;61.0;256933.7000000001;2196.0145299145306;117.0;1.1122554600972987;
2805;2956;546089.0999999999;5871.925806451612;93.0;9042.0;;176.87777777777777;;;14.599999999999996;;8676.92857142857;13.0;;18.0;;;13.0;;49.0;7357.39756097561;;4700.688461538463;41.0;;52.0;387755.69999999995;5539.367142857142;70.0;546089.0999999999;5871.925806451612;93.0;2.448982337270594;
2806;2957;1879550.0000000012;7798.962655601665;241.0;4640.0;;178.30243902439022;;;14.60000000000001;;13386.094488188977;37.0;;41.0;;;36.0;;127.0;11390.169411764704;;5842.215384615381;85.0;;156.0;556759.2;7953.702857142856;70.0;1683265.000000001;7582.274774774779;222.0;0.9849718860851737;2.879761061721475
2807;2958;656775.1999999994;2174.752317880793;302.0;3261.0;;75.00677966101695;;5265.0;14.600000000000016;;2041.71875;58.0;;59.0;;63.0;58.0;;64.0;2735.938211382114;;1789.1329608938543;123.0;;179.0;127082.5;2153.9406779661017;59.0;394237.1999999998;2108.220320855614;187.0;0.9631511734100319;1.0461473690219643
2808;2959;4766297.699999998;14710.795370370366;324.0;;;184.30701754385953;;;14.600000000000014;;21614.118181818183;;;57.0;;;47.0;;220.0;16372.901360544205;15165.0;13056.40389610391;147.0;23.0;154.0;263305.8999999999;7116.375675675673;37.0;2676669.1;14087.732105263158;190.0;0.2362807038010009;1.1680785076971683
2809;2960;1495027.7000000004;5496.425367647061;272.0;8884.0;;125.47254901960781;;;14.600000000000012;;8366.612403100775;46.0;;51.0;;;46.0;;129.0;7087.889814814815;;4448.387804878045;108.0;;164.0;339825.2;5859.055172413793;58.0;1078774.9999999995;5367.039800995022;201.0;0.9283190339641777;1.0568855541642688
2810;2961;264147.50000000006;1650.9218750000005;160.0;606.0;;103.56400000000002;;5012.0;14.600000000000003;;1766.842105263158;25.0;;25.0;;29.0;24.0;;57.0;2697.038181818181;;1102.956190476191;55.0;;105.0;114695.50000000001;1549.9391891891894;74.0;264147.50000000006;1650.9218750000005;160.0;0.9400862093695931;
2811;2962;4846354.799999997;11484.253080568713;422.0;;;223.830303030303;2604.5;;14.600000000000016;;16899.478873239437;;;66.0;12.0;;60.0;;284.0;14875.547560975609;13991.75;8936.680672268922;164.0;20.0;238.0;507721.59999999986;9402.25185185185;54.0;2062043.600000001;10058.749268292688;205.0;0.37898464651238845;1.2286845750176871
2812;2963;787436.3999999997;6249.495238095235;126.0;5101.0;;201.77599999999998;;;14.6;;11148.852459016394;20.0;;25.0;;;20.0;;61.0;8288.713725490195;;4862.826666666665;51.0;;75.0;399519.89999999997;6053.331818181818;66.0;787436.3999999997;6249.495238095235;126.0;1.0972062592842509;
2813;2964;189656.1000000001;1896.5610000000008;100.0;2306.0;;78.44583333333333;;4398.0;14.6;;2723.5714285714284;19.0;;24.0;;24.0;19.0;;14.0;2198.6673469387756;;1606.3019607843141;49.0;;51.0;108653.00000000004;1906.1929824561412;57.0;189656.1000000001;1896.5610000000008;100.0;1.3413437263512142;
2814;2965;409135.8999999998;2337.9194285714275;175.0;2648.0;;90.17941176470588;;5617.0;14.600000000000009;;2836.3888888888887;34.0;;34.0;;38.0;33.0;;36.0;2978.247945205479;;1879.645098039217;73.0;;102.0;129139.60000000003;2265.6070175438604;57.0;397001.8999999998;2308.1505813953477;172.0;0.886576365670976;12.004367891874073
2815;2966;1745137.3000000005;12035.429655172416;145.0;4560.0;;244.6590909090909;;;14.599999999999998;;19219.20930232558;19.0;;22.0;;;18.0;;86.0;14241.210937499998;16299.0;10061.574358974356;64.0;3.0;78.0;1256111.0999999999;13653.38152173913;92.0;1745137.3000000005;12035.429655172416;145.0;2.5685967336719386;
2816;2967;753421.2999999995;4484.650595238092;168.0;2666.0;4489.0;102.45199999999997;;;14.6;;7375.634146341464;21.0;20.0;25.0;;;20.0;;82.0;7329.835849056603;;3173.391304347825;53.0;;115.0;363803.5;4087.679775280899;89.0;753421.2999999995;4484.650595238092;168.0;0.991094672331671;
2817;2968;3608885.100000003;11679.239805825253;309.0;1394.0;;224.31702127659574;;;14.600000000000012;;19987.49717514124;43.0;;47.0;;;42.0;;177.0;19206.219999999998;9894.785714285714;8228.836000000005;95.0;14.0;200.0;938512.0999999999;11172.763095238093;84.0;2773938.7000000016;11140.316064257035;249.0;1.0205762261111035;1.1013765674060034
2818;2969;84100.0;1955.8139534883721;43.0;;;;;;;;1955.8139534883721;;;;;;;;43.0;2175.0;;1546.6666666666667;28.0;;15.0;21800.0;1816.6666666666667;12.0;61000.0;1694.4444444444443;36.0;1.1783783783783783;0.8008658008658008
2819;2970;1480626.6000000015;4968.545637583898;298.0;;;127.67142857142862;;;14.600000000000016;;9078.555555555555;;;70.0;;;66.0;;162.0;5331.489510489511;;4633.700645161285;143.0;;155.0;230401.90000000005;5358.183720930234;43.0;759508.8999999996;5131.816891891889;148.0;0.8533735571198141;1.0769850903565796
2820;2971;2477446.6999999997;10865.994298245612;228.0;;;166.91016949152547;;;30.0;;19889.104838709678;;;59.0;;;45.0;;124.0;11669.360909090909;12029.666666666666;9959.174311926605;110.0;9.0;109.0;886292.7;13428.677272727273;66.0;1717118.3999999997;11842.195862068964;145.0;1.0769752627814553;1.4198960630247313
2821;2972;4555198.1000000015;13930.26941896025;327.0;;;252.44833333333332;;;14.600000000000014;;20633.477272727272;;;60.0;;;47.0;;220.0;16539.992142857143;9452.739130434782;12330.403658536596;140.0;23.0;164.0;855993.8999999998;12056.252112676053;71.0;3028466.5000000014;13828.614155251147;219.0;0.5912493505535471;1.1865628730108413
2822;2973;957615.0999999996;5472.086285714284;175.0;4373.0;;173.83214285714286;;;14.600000000000003;;8433.990099009901;23.0;;28.0;;;23.0;;101.0;8755.591379310346;;3844.3658119658103;58.0;;117.0;421866.29999999993;5082.726506024095;83.0;957615.0999999996;5472.086285714284;175.0;0.9652215633857343;
2823;2974;744661.299999999;2152.200289017338;346.0;1546.0;;160.99846153846153;;5582.0;14.600000000000016;;2966.190476190476;64.0;;65.0;;69.0;64.0;;84.0;2938.6881481481473;;1648.9971563981035;135.0;;211.0;132951.60000000006;2179.5344262295093;61.0;406356.39999999985;2150.0338624338615;189.0;0.9501585484296311;1.0331576032783254
2824;2976;1006541.4999999995;6251.810559006209;161.0;8473.0;;131.20357142857145;;;14.600000000000003;;9292.790697674418;24.0;;28.0;;;23.0;;86.0;8794.130508474575;;4781.252941176469;59.0;;102.0;439079.0999999999;6014.7821917808205;73.0;1006541.4999999995;6251.810559006209;161.0;0.9689114883374224;
2825;2977;2440971.8000000017;13338.643715847003;183.0;3055.0;;249.0933333333333;;;14.600000000000005;;23075.529411764706;26.0;;30.0;;;25.0;;102.0;20010.44126984127;11951.583333333334;9600.879629629626;63.0;12.0;108.0;988428.7999999998;13540.120547945204;73.0;2440971.8000000017;13338.643715847003;183.0;0.9950049869598147;
2826;2978;599257.6999999994;2304.8373076923053;260.0;3212.0;;73.28958333333334;;;14.600000000000012;;3630.272;44.0;;48.0;;;43.0;;125.0;2592.388983050847;;2065.8859154929582;118.0;;142.0;162964.60000000006;2396.5382352941187;68.0;446813.8999999998;2222.954726368158;201.0;1.223098925165361;0.8740211146665197
2827;2979;120446.1;2361.688235294118;51.0;3494.0;;64.02727272727272;;5241.0;14.599999999999998;;2140.0;8.0;;11.0;;13.0;8.0;;11.0;2781.4919999999997;;1958.0307692307688;25.0;;26.0;114505.10000000002;2336.8387755102044;49.0;120446.1;2361.688235294118;51.0;19.273708129944456;
2828;2980;589793.0999999994;2012.945733788394;293.0;3316.0;;74.89464285714284;;4974.0;14.600000000000014;;1525.1515151515152;56.0;;56.0;;60.0;55.0;;66.0;2595.1632478632487;;1625.9034090909097;117.0;;176.0;124493.30000000002;2007.9564516129035;62.0;366942.0999999999;1941.4925925925922;189.0;1.030284547631087;0.9858664134157702
2829;2981;176939.2000000001;1426.9290322580653;124.0;2022.0;;72.99166666666666;;;14.6;;2201.483870967742;19.0;;24.0;;;19.0;;62.0;1697.2107142857142;;1204.3441176470592;56.0;;68.0;89647.3;1299.236231884058;69.0;176939.2000000001;1426.9290322580653;124.0;1.0269830304988206;
2830;2982;3303860.400000002;10903.829702970303;303.0;8143.0;226.0;294.76774193548385;3438.0;;14.600000000000005;;16526.5;27.0;27.0;31.0;8.0;;26.0;;184.0;25177.69850746269;14714.148148148148;5835.754066985646;67.0;27.0;209.0;1277584.9999999998;9981.132812499998;128.0;3303860.400000002;10903.829702970303;303.0;0.9816484295822642;
2831;2983;387665.79999999993;2809.1724637681154;138.0;;;140.6689655172414;;;14.600000000000003;;4508.658823529412;;;29.0;;;24.0;;85.0;3217.873529411764;;2412.1485714285727;68.0;;70.0;153490.0;2601.5254237288136;59.0;387665.79999999993;2809.1724637681154;138.0;0.8884919196959365;
2832;2985;618151.699999999;1746.1912429378503;354.0;2113.0;;106.43913043478261;;4519.0;14.600000000000016;;1850.340909090909;64.0;;69.0;;69.0;64.0;;88.0;2298.9589928057553;;1388.8204651162791;139.0;;215.0;112775.10000000002;1848.7721311475414;61.0;349182.6999999999;1790.6805128205124;195.0;0.8903878463647102;1.2313178261414819
2833;2986;1569328.8000000005;6706.533333333336;234.0;3301.0;;212.58125;1033.0;;14.600000000000007;;10867.723880597016;28.0;;32.0;13.0;;27.0;;134.0;12727.96307692308;;4390.598816568045;65.0;;169.0;577633.7999999997;6211.116129032255;93.0;1569328.8000000005;6706.533333333336;234.0;0.9554814064207369;
2834;2987;3176167.000000003;8847.26183844012;359.0;5569.0;;176.23333333333332;;;14.600000000000016;;15841.600558659218;59.0;;63.0;;;58.0;;179.0;12794.560629921261;;6686.456034482764;127.0;;232.0;572508.2999999998;8674.36818181818;66.0;1840836.3000000012;8602.038785046734;214.0;0.9080437072769647;1.0673549586769164
2835;2988;2117215.7999999993;12602.474999999997;168.0;;;177.43703703703702;7384.0;;100.0;;18346.94690265487;;;27.0;5.0;;23.0;;113.0;14070.932467532464;7083.5;11556.551724137931;77.0;4.0;87.0;812168.5;11770.557971014492;69.0;2117215.7999999993;12602.474999999997;168.0;0.6309476032150523;
2836;2989;604964.8999999993;2137.6851590105985;283.0;3395.0;;93.0051724137931;;5093.0;14.600000000000014;;1883.8461538461538;56.0;;58.0;;61.0;56.0;;52.0;2638.894166666666;;1768.6969325153384;120.0;;163.0;131236.00000000003;2116.709677419355;62.0;364791.5;2084.522857142857;175.0;1.1161583387410772;0.9360845179190568
2837;2990;327950.6999999999;1963.7766467065862;167.0;22.0;;140.87037037037038;;;14.600000000000001;;3403.3684210526317;23.0;;27.0;;;22.0;;95.0;2647.5928571428567;;1470.3010309278359;70.0;;97.0;167739.70000000004;2045.6060975609762;82.0;327950.6999999999;1963.7766467065862;167.0;1.2944266398942479;
2838;2991;3224763.700000003;6142.407047619054;525.0;9220.0;7.0;144.67910447761193;;;14.600000000000016;;9751.348148148149;63.0;63.0;67.0;;;62.0;;270.0;12167.211111111106;;4056.8979487179527;135.0;;390.0;549285.6999999998;5970.496739130433;92.0;1709874.200000001;6063.383687943266;282.0;0.9192629170429387;0.989317370345566
2839;2992;402158.4999999999;4419.324175824175;91.0;5396.0;;131.0764705882353;;;14.599999999999996;;6726.673469387755;13.0;;17.0;;;12.0;;49.0;5876.192105263157;;3374.777358490567;38.0;;53.0;296686.39999999997;4178.681690140845;71.0;402158.4999999999;4419.324175824175;91.0;2.8129372601853944;
2840;2993;2751190.9;12505.413181818181;220.0;;;231.88285714285712;;;30.0;;18040.032894736843;;;35.0;;;33.0;;152.0;13830.478999999998;14202.208333333334;10700.9375;100.0;24.0;96.0;818218.3;10489.978205128205;78.0;2751190.9;12505.413181818181;220.0;0.8115398947441816;
2841;2994;1328154.7000000002;6264.880660377359;212.0;3217.0;;199.109375;1354.0;;14.600000000000007;;12191.377551020409;28.0;;32.0;27.0;;27.0;;98.0;10198.305970149253;;4447.366896551722;67.0;;145.0;517270.09999999986;6157.9773809523795;84.0;1328154.7000000002;6264.880660377359;212.0;1.0478425613159055;
2842;2995;489644.8999999998;6442.696052631576;76.0;13687.5;;118.93333333333335;;;14.599999999999998;20.76666666666667;11091.941176470587;8.0;;24.0;;;7.0;3.0;34.0;5381.786666666667;;7982.725806451614;45.0;;31.0;408702.9999999998;8514.64583333333;48.0;489644.8999999998;6442.696052631576;76.0;9.002784300422485;
2843;2996;1619135.000000001;3489.5150862068986;464.0;7282.0;99.0;183.34545454545457;;;14.600000000000014;;4802.992248062015;50.0;51.0;55.0;;;50.0;;258.0;7018.366666666665;;2258.520348837207;120.0;;344.0;350974.1;3407.5155339805824;103.0;1074485.299999999;3368.2924764890254;319.0;0.9428129651453128;1.0458544838304755
2844;2997;124250.80000000006;1496.9975903614466;83.0;1978.0;;97.13749999999999;;;14.599999999999996;;2239.511111111111;11.0;;16.0;;;11.0;;45.0;1820.0523809523813;;1166.063414634146;42.0;;41.0;91396.70000000001;1287.2774647887325;71.0;124250.80000000006;1496.9975903614466;83.0;2.7818963234421274;
2845;2998;652142.5999999997;7857.139759036141;83.0;3170.0;3.0;204.44285714285712;;;14.599999999999998;;15435.475;10.0;10.0;14.0;;;9.0;;40.0;11658.306666666667;;5705.535849056604;30.0;;53.0;592990.5999999999;7701.176623376621;77.0;652142.5999999997;7857.139759036141;83.0;10.024861374087095;
2846;2999;315880.0;2305.693430656934;137.0;2806.0;;105.24615384615385;;;14.600000000000001;;3692.720588235294;22.0;;26.0;;;21.0;;68.0;2498.8441176470583;;2115.342028985508;68.0;;69.0;159648.6;2313.7478260869566;69.0;315880.0;2305.693430656934;137.0;1.2042470730844452;
2847;3000;1045369.099999999;3297.6943217665585;317.0;;;177.83230769230767;;;14.600000000000016;;5379.864583333333;;;65.0;;;60.0;;192.0;3832.6420689655156;;2846.7209302325546;145.0;;172.0;210084.20000000004;3560.7491525423734;59.0;587580.1999999996;3282.570949720668;179.0;1.0067111135177302;1.0108141831164865
2848;3001;1032845.499999999;2385.3244803695125;433.0;;;137.57826086956527;;;14.600000000000016;;3430.8355704697988;;;69.0;;;66.0;;298.0;2188.974793388428;;2634.1026178010447;242.0;;191.0;214014.50000000003;2931.705479452055;73.0;588419.8999999998;2558.3473913043467;230.0;1.0839821590651237;1.357241652390786
2849;3003;702049.9999999994;3694.999999999997;190.0;;;210.2068965517241;;;14.60000000000001;;7106.670103092783;;;58.0;;;35.0;;97.0;3930.0891089108927;;3428.2134831460676;101.0;;89.0;161993.80000000005;3305.9959183673477;49.0;472727.49999999977;3425.5615942028967;138.0;0.772121532767566;1.4633240476346572
2850;3004;243742.20000000016;1728.668085106384;141.0;1522.0;;64.35000000000002;;4641.0;14.600000000000003;;1794.904761904762;24.0;;24.0;;28.0;23.0;;42.0;2494.196226415094;;1267.611363636364;53.0;;88.0;106574.49999999999;1639.607692307692;65.0;243742.20000000016;1728.668085106384;141.0;0.9039114124493121;
2851;3005;1120284.3;11091.923762376238;101.0;6883.0;;180.1;8125.300000000001;;100.0;;15738.349206349207;10.0;;12.0;7.0;;9.0;;63.0;12927.582222222221;8376.0;9639.401818181816;45.0;1.0;55.0;1079384.3000000003;12127.91348314607;89.0;1120284.3;11091.923762376238;101.0;26.3908141809291;
2852;3006;607297.3999999994;2530.405833333331;240.0;3783.0;;93.17916666666663;;6416.0;14.600000000000012;;2268.2758620689656;43.0;;48.0;;48.0;43.0;;58.0;3223.098969072166;;2060.537062937063;97.0;;143.0;162352.1;2459.880303030303;66.0;475191.89999999973;2462.13419689119;193.0;0.9865938008558672;1.2456574480244955
2853;3007;3438256.5000000056;5730.427500000009;600.0;983.0;5596.0;162.80140845070426;;;14.600000000000016;;9072.768996960487;67.0;67.0;71.0;;;66.0;;329.0;12097.659027777774;;3719.7228070175474;144.0;;456.0;573880.7000000001;5738.807000000001;100.0;1756678.8000000005;5648.484887459808;311.0;0.9808011837689126;0.9936328209113283
2854;3008;927028.4999999987;2389.248711340203;388.0;2120.0;;145.74999999999997;;6934.0;14.600000000000016;;2406.280991735537;66.0;;66.0;;70.0;65.0;;121.0;3614.594890510949;;1720.434262948205;137.0;;251.0;156452.00000000006;2406.953846153847;65.0;475696.9999999998;2331.8480392156853;204.0;0.9534442390033849;0.9581006075879007
2855;3009;271663.4000000002;1860.7082191780835;146.0;2739.0;;81.65806451612902;;4109.0;14.600000000000007;;2103.684210526316;31.0;;31.0;;35.0;30.0;;19.0;2197.7074626865674;;1574.8987341772158;67.0;;79.0;98928.5;1798.7;55.0;271663.4000000002;1860.7082191780835;146.0;1.009389000727489;
2856;3010;323952.19999999995;2972.038532110091;109.0;;;184.49999999999991;;;14.599999999999996;;5864.685185185185;;;38.0;;;17.0;;54.0;3164.124999999999;;2698.8488888888905;64.0;;45.0;130872.6;3271.815;40.0;295604.00000000006;2926.7722772277234;101.0;1.0106593210561552;4.567919656274474
2857;3011;406803.99999999965;1102.449864498644;369.0;2042.0;;59.040625000000006;;;14.600000000000016;;1503.4623655913979;60.0;;64.0;;;59.0;;186.0;1655.213953488372;;805.3391666666674;129.0;;240.0;74335.0;1109.4776119402984;67.0;233954.40000000014;1114.068571428572;210.0;0.9216507013893883;0.9620748721276432
2858;3012;179037.2000000001;1808.4565656565667;99.0;2601.0;;161.60999999999996;;;14.599999999999996;;2791.0416666666665;16.0;;20.0;;;15.0;;48.0;2166.1215686274513;;1428.4374999999998;51.0;;48.0;112360.50000000003;1755.6328125000005;64.0;179037.2000000001;1808.4565656565667;99.0;1.6851538843404068;
2859;3013;107645.50000000001;1957.1909090909094;55.0;3064.0;;53.13076923076923;;4714.0;14.599999999999998;;1498.3333333333333;9.0;;13.0;;13.0;8.0;;12.0;2324.914814814815;;1602.5999999999997;27.0;;28.0;102116.90000000004;1963.7865384615393;52.0;107645.50000000001;1957.1909090909094;55.0;18.470661650327393;
2860;3014;3342949.900000001;12614.90528301887;265.0;;;221.28043478260872;;;30.0;;19036.862857142856;;;46.0;;;44.0;;175.0;13607.321774193548;13277.76923076923;11394.95652173913;124.0;26.0;115.0;1376197.0000000002;15818.356321839083;87.0;2022401.8;10478.765803108809;193.0;2.6786570015248254;0.38905345439518635
2861;3015;173055.10000000012;1088.3968553459126;159.0;;;79.31153846153848;;;14.600000000000005;;1579.888888888889;;;26.0;;;25.0;;108.0;1747.756140350877;;719.9313725490196;57.0;;102.0;74651.29999999999;1036.823611111111;72.0;173055.10000000012;1088.3968553459126;159.0;1.0367804119272808;
2862;3016;1116942.8999999997;5757.437628865978;194.0;8517.0;;125.69117647058823;;;14.600000000000007;;8482.534653465347;30.0;;34.0;;;29.0;;101.0;7859.587837837837;;4461.111666666664;74.0;;120.0;406664.6999999999;5570.749315068491;73.0;1116942.8999999997;5757.437628865978;194.0;1.0359712175234188;
2863;3017;2157961.2000000016;4983.744110854507;433.0;3019.0;1173.0;116.21153846153842;;;14.600000000000014;;8163.970711297071;48.0;47.0;52.0;;;47.0;;239.0;10332.113207547172;;3250.0220183486217;106.0;;327.0;494094.19999999995;4797.031067961165;103.0;1511012.2000000004;4781.684177215191;316.0;1.002415075720658;0.9711351081056747
2864;3018;1398253.9000000008;10923.858593750007;128.0;;;139.48695652173916;;;14.6;5.35;16804.13253012048;;;23.0;;;20.0;2.0;83.0;12343.301754385966;13027.357142857143;8987.76666666666;57.0;14.0;57.0;364131.5999999999;6068.859999999999;60.0;1398253.9000000008;10923.858593750007;128.0;0.35232099007442796;
2865;3019;1180357.3999999994;8491.779856115103;139.0;;;116.19375;;;14.600000000000007;;14703.0625;;;32.0;;;27.0;;80.0;9056.71515151515;;7981.0164383561605;66.0;;73.0;460689.5;8859.413461538461;52.0;1180357.3999999994;8491.779856115103;139.0;1.044844040941946;
2866;3020;402942.4999999998;2238.5694444444434;180.0;;;175.11379310344824;;;14.600000000000007;;3205.4032258064517;;;29.0;;;27.0;;124.0;2096.2805555555556;;2452.0027777777786;108.0;;72.0;182433.70000000004;2369.2688311688316;77.0;402942.4999999998;2238.5694444444434;180.0;1.004136343571357;
2867;3021;1366951.300000001;7722.888700564978;177.0;;;121.22187500000001;3241.800000000001;;14.600000000000007;;13781.0;;;32.0;25.0;;27.0;;93.0;10351.658208955223;9413.727272727272;5755.951515151512;67.0;11.0;99.0;507767.1999999998;7811.803076923074;65.0;1366951.300000001;7722.888700564978;177.0;0.9698966872966079;
2868;3022;229089.6000000001;2141.0242990654215;107.0;3170.0;;91.5;;4755.0;14.600000000000001;;2087.5;22.0;;22.0;;26.0;21.0;;16.0;2578.428571428571;;1771.4931034482765;49.0;;58.0;116846.70000000003;2124.485454545455;55.0;229089.6000000001;2141.0242990654215;107.0;1.1451865035689472;
2869;3023;156980.2;2531.9387096774194;62.0;2213.0;;81.94666666666666;;6121.0;14.599999999999998;;3471.6666666666665;10.0;;15.0;;15.0;10.0;;12.0;3024.0064516129037;;2039.8709677419351;31.0;;31.0;137851.40000000005;2506.389090909092;55.0;156980.2;2531.9387096774194;62.0;7.206484463217769;
2870;3024;308449.00000000006;2301.858208955224;134.0;611.0;;100.45714285714283;;6713.0;14.6;;2654.6;20.0;;21.0;;24.0;19.0;;50.0;3556.9913043478255;;1645.7659090909096;46.0;;88.0;168590.50000000003;2247.873333333334;75.0;308449.00000000006;2301.858208955224;134.0;1.208893685218183;
2871;3025;139994.00000000003;2692.192307692308;52.0;3354.0;;75.98;;6367.0;14.599999999999998;;2453.125;7.0;;10.0;;12.0;7.0;;16.0;3389.730434782608;;2138.972413793103;23.0;;29.0;139194.00000000003;2729.2941176470595;51.0;139994.00000000003;2692.192307692308;52.0;173.99250000000004;
2872;3026;3114599.700000004;8132.11409921672;383.0;8024.0;;157.23857142857136;;;14.600000000000016;;14137.692307692309;66.0;;70.0;;;65.0;;182.0;11128.9979020979;;6346.470833333339;143.0;;240.0;530644.6;8844.076666666666;60.0;1607744.0000000005;8287.340206185569;194.0;1.0482630638632104;0.9263621670526715
2873;3027;269069.6000000002;1818.0378378378393;148.0;2631.0;;82.51428571428572;;4479.0;14.600000000000007;;1529.4117647058824;27.0;;28.0;;32.0;27.0;;34.0;2403.908196721311;;1407.2551724137938;61.0;;87.0;104046.5;1825.377192982456;57.0;269069.6000000002;1818.0378378378393;148.0;0.9004160832443414;
